Id,V162030,V162095,V162096,V162097,V162098,V162099,V162100,V162101,V162102,V162103,V162104,V162105,V162106,V162107,V162108,V162109,V162110,V162111,V162112,V162113,Vote
1050,-1,85,50,30,15,85,70,70,60,70,60,70,50,85,85,70,85,50,60,15,2
1051,-1,50,50,50,15,100,15,40,70,50,15,50,40,100,70,15,70,70,85,15,2
1052,-1,50,40,15,50,50,60,85,60,30,60,50,50,50,50,60,85,30,85,0,2
1053,-1,100,50,30,100,100,50,80,100,30,80,100,80,100,80,80,100,30,100,30,2
1054,-1,-9,-9,15,50,85,-9,100,70,-9,60,50,-9,100,-9,-9,85,-9,-9,15,2
1055,-1,0,85,85,85,85,40,15,85,70,30,50,85,70,85,0,70,60,100,85,1
1056,-1,70,40,50,40,60,60,70,40,50,30,50,30,100,85,50,85,50,40,60,2
1057,-1,61,100,100,98,100,47,61,100,100,29,70,100,100,100,27,96,100,100,100,1
1058,-1,85,40,15,50,100,85,85,40,40,50,85,50,100,85,60,100,40,85,0,2
1059,-1,0,56,75,17,62,52,1,59,72,41,52,51,0,100,0,79,55,72,42,1
1060,-1,85,15,50,15,100,100,85,30,50,20,100,100,100,50,85,80,50,50,15,2
1061,-1,92,73,8,78,77,50,92,50,79,18,82,48,93,81,85,86,84,86,9,2
1062,-1,100,16,2,15,81,65,99,78,3,39,50,15,100,100,87,96,51,61,30,2
1063,-1,15,70,60,60,50,50,40,60,70,15,50,85,70,85,30,40,50,85,85,1
1064,-1,100,50,20,50,50,80,60,50,50,85,50,35,100,100,80,100,50,60,0,2
1065,-1,60,70,70,85,70,50,40,70,100,50,70,100,100,100,50,100,70,100,70,1
1066,-1,0,100,100,50,60,0,0,60,100,15,0,50,50,50,0,50,60,70,70,1
1067,-1,100,15,0,50,100,0,86,40,40,62,100,100,100,100,62,85,1,18,100,2
1068,-1,-9,-9,0,-9,70,50,-9,-9,85,60,85,0,100,70,-9,100,-9,70,-9,2
1069,2,50,50,30,30,15,30,60,70,50,50,60,30,70,60,40,100,50,100,15,2
1070,-1,16,70,70,55,75,40,10,70,70,40,46,79,60,67,9,50,70,97,75,1
1071,-1,15,98,69,70,71,40,39,51,85,15,67,71,60,86,29,41,98,98,60,1
1072,-1,0,60,70,40,70,85,30,85,85,70,85,60,85,100,30,70,70,100,60,1
1073,-1,2,86,83,71,50,31,43,61,85,47,50,77,61,86,15,93,85,85,31,1
1074,-1,70,0,0,30,100,70,70,60,70,70,70,85,70,100,70,100,15,85,0,2
1075,-1,100,100,0,100,100,84,0,70,100,0,0,85,85,85,0,100,100,100,100,1
1076,-1,51,53,95,97,71,96,49,96,1,50,49,0,52,51,96,98,1,51,48,1
1077,-1,0,50,9,60,50,9,50,60,50,60,50,50,50,50,50,85,50,60,50,3
1078,-1,40,40,16,32,50,50,77,60,51,40,50,42,92,70,50,94,50,56,17,2
1079,-1,100,15,0,0,60,85,100,70,0,60,85,50,100,85,100,100,0,70,0,2
1080,-1,15,90,85,70,85,30,15,30,90,15,30,60,15,90,0,40,85,100,70,1
1081,-1,30,85,85,85,85,70,60,100,85,86,60,70,100,85,15,85,85,100,85,1
1082,-1,60,15,15,60,50,15,85,70,40,60,50,15,100,50,70,85,15,85,15,1
1083,-1,60,40,70,85,70,30,70,60,70,30,70,70,85,70,40,85,70,70,30,1
1084,-1,40,50,10,12,73,41,60,60,79,50,70,85,86,84,13,85,50,84,29,1
1085,-1,100,100,85,0,85,85,100,85,100,85,70,85,100,100,0,100,70,100,0,2
1086,-1,17,51,51,32,16,31,51,91,16,63,31,6,85,36,1,60,0,17,52,2
1087,-1,70,50,15,70,100,60,85,60,30,15,60,0,100,70,50,85,50,50,0,2
1088,-1,51,41,16,40,51,70,85,71,50,60,60,41,61,70,60,71,51,85,15,2
1089,-1,100,50,30,50,85,70,85,40,30,40,85,40,100,100,85,100,0,70,0,2
1090,-1,0,70,50,60,50,70,15,70,70,60,50,15,40,50,0,30,70,85,50,3
1091,-1,70,60,50,40,50,70,50,50,50,40,50,40,85,50,50,85,30,50,15,2
1092,-1,16,31,30,51,50,30,50,40,50,40,50,50,61,51,28,58,50,69,40,1
1093,-1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,100,50,50,0,2
1094,-1,-9,40,30,60,70,40,100,50,40,40,70,50,100,50,85,100,40,50,0,2
1095,-1,89,84,86,70,100,77,84,85,85,78,92,85,100,85,88,94,85,90,95,1
1096,-1,50,70,0,61,99,-9,98,40,0,16,84,0,99,99,61,99,0,99,0,2
1097,-1,84,60,51,99,70,50,60,50,71,50,50,39,99,61,50,84,50,85,31,1
1098,-1,40,30,60,50,85,15,60,40,40,40,50,40,100,85,70,85,40,70,30,2
1099,-1,1,91,84,64,84,1,0,60,89,16,26,84,27,85,1,16,84,84,84,1
1100,-1,15,50,60,50,60,50,30,70,-9,30,50,50,50,50,50,50,50,85,15,1
1101,-1,100,40,40,40,60,40,70,40,40,40,60,-9,100,-9,60,100,40,60,40,2
1102,-1,55,42,81,54,86,63,61,65,31,61,69,38,96,69,52,61,26,85,86,2
1103,-1,30,30,48,60,60,40,48,40,50,30,50,50,50,50,40,60,50,100,40,1
1104,-1,86,16,1,60,70,71,98,84,26,16,70,2,99,85,31,98,2,99,0,2
1105,-1,50,85,50,100,70,15,85,30,50,10,50,85,85,85,0,40,50,100,100,1
1106,-1,1,70,85,70,85,40,16,60,100,71,50,71,50,85,1,70,71,100,100,1
1107,-1,0,85,75,60,65,50,5,55,60,10,50,60,60,60,0,55,60,90,50,1
1108,-1,50,30,15,60,50,50,100,70,50,50,50,60,100,85,60,100,50,50,0,2
1109,-1,15,100,98,52,100,40,44,100,100,18,50,99,50,100,40,85,87,100,100,1
1110,-1,70,100,90,100,100,31,95,92,100,41,93,100,100,100,16,100,100,90,100,1
1111,-1,100,99,98,100,98,98,97,85,99,84,86,98,97,99,86,98,100,100,100,3
1112,-1,73,17,29,70,65,50,92,60,77,28,50,58,99,98,70,81,78,62,5,1
1113,-1,99,51,17,51,85,70,99,62,60,60,85,61,99,100,99,100,40,71,0,2
1114,-1,34,97,98,50,84,30,31,62,94,59,47,87,33,65,2,61,87,99,97,1
1115,-1,50,60,0,30,85,0,85,70,50,60,50,50,100,60,50,70,50,60,40,2
1116,-1,50,100,100,100,100,0,50,50,100,50,50,50,100,100,0,100,100,100,50,1
1117,-1,50,31,38,29,51,70,66,61,50,69,50,51,96,71,53,98,23,66,27,2
1118,-1,10,70,75,75,90,15,30,65,85,10,20,85,50,85,0,40,85,90,90,1
1119,-1,50,30,0,50,70,60,60,60,70,30,60,15,100,100,70,85,50,50,0,2
1120,-1,39,41,51,17,50,40,60,60,42,40,51,51,51,50,15,60,16,70,41,1
1121,-1,50,84,16,62,62,71,85,71,60,60,51,61,85,70,32,86,51,85,61,2
1122,-1,0,100,100,70,100,0,0,40,100,15,50,85,60,100,15,70,100,100,100,1
1123,-1,15,85,100,85,85,0,0,30,85,0,40,70,40,70,0,85,85,100,85,1
1124,-1,43,98,98,96,98,15,37,57,99,63,36,74,40,73,9,25,95,96,100,1
1125,-1,51,0,16,30,42,71,85,60,70,40,16,17,85,50,99,100,39,84,39,2
1126,-1,60,50,50,70,60,85,60,70,50,60,60,50,70,60,30,85,50,70,60,1
1127,-1,60,70,50,50,85,50,70,70,50,70,50,50,70,70,50,85,70,50,15,1
1128,-1,85,0,0,0,50,84,84,69,51,16,99,50,85,50,99,99,51,99,1,2
1129,-1,85,85,70,40,70,40,40,30,85,30,70,50,100,100,60,100,60,100,85,3
1130,-1,15,50,50,50,50,30,85,50,50,30,50,50,50,50,60,85,50,70,50,2
1131,-1,43,17,34,41,35,35,27,32,74,47,27,43,27,84,45,39,45,71,5,3
1132,-1,61,91,97,99,86,70,31,86,73,62,71,85,71,87,2,85,72,99,100,1
1133,-1,50,60,60,50,60,40,40,50,60,50,40,50,50,50,50,50,50,60,50,1
1134,-1,31,53,83,-9,59,38,58,54,83,36,63,58,72,81,-9,71,79,73,41,1
1135,-1,50,0,0,0,85,70,100,70,50,40,100,15,100,70,100,100,50,60,0,2
1136,-1,-9,60,60,-9,50,25,-9,40,100,-9,60,60,86,50,-9,70,70,85,100,1
1137,-1,70,0,0,0,60,85,100,60,15,15,85,30,100,85,70,100,0,85,0,2
1138,-1,50,50,0,50,85,50,50,70,50,40,50,40,100,50,70,100,50,100,0,2
1139,-1,0,50,55,55,55,0,0,50,50,0,45,45,50,50,0,0,50,50,55,1
1140,-1,50,70,30,100,85,30,60,70,70,15,50,70,100,70,100,85,60,70,100,1
1141,-1,70,85,70,60,85,70,85,85,85,70,70,85,85,85,70,85,85,85,70,1
1142,-1,50,50,60,60,50,50,50,60,50,40,50,50,85,70,30,85,50,70,50,1
1143,-1,100,16,15,32,70,41,100,40,50,70,85,60,100,75,100,100,50,65,0,2
1144,-1,49,50,50,94,85,31,50,30,51,31,50,51,98,86,51,95,51,84,14,1
1145,-1,69,49,51,80,50,51,61,70,50,61,70,50,71,51,41,42,60,92,50,1
1146,-1,54,50,58,60,62,60,60,70,50,62,50,50,70,60,50,87,50,60,15,2
1147,-1,55,100,100,80,100,75,100,100,85,40,100,100,85,100,30,70,75,100,35,1
1148,-1,40,40,70,60,100,60,85,100,30,60,70,15,100,60,60,85,40,85,60,2
1149,-1,61,58,40,42,60,41,30,65,49,30,60,41,75,51,30,60,50,70,30,1
1150,-1,0,30,70,60,70,70,0,50,70,15,60,70,15,70,0,40,50,85,70,3
1151,-1,51,51,70,99,50,73,61,72,50,60,85,60,84,86,31,86,52,84,17,2
1152,-1,0,89,86,85,85,16,9,60,86,8,50,85,44,86,0,66,86,92,85,1
1153,-1,40,50,40,50,60,40,50,40,50,15,50,50,60,60,40,85,40,50,15,2
1154,-1,0,100,85,70,85,60,40,50,95,30,50,50,50,50,0,85,70,100,100,1
1155,-1,100,50,15,85,100,60,100,70,50,85,100,50,100,60,50,100,50,85,30,2
1156,-1,85,18,30,41,91,61,98,71,40,61,75,70,100,98,71,86,40,86,41,2
1157,-1,30,85,85,70,70,30,40,40,85,40,50,60,50,85,30,70,85,70,85,1
1158,-1,7,98,100,70,95,69,56,54,98,54,73,70,74,100,54,69,100,95,81,1
1159,-1,50,50,50,50,50,50,50,50,30,50,50,30,100,50,50,70,30,50,50,2
1160,-1,30,60,70,85,70,30,30,70,85,50,30,60,50,70,15,85,85,85,40,1
1161,-1,85,40,40,50,70,85,85,30,15,50,60,30,100,85,50,30,30,60,60,2
1162,-1,4,96,71,69,50,29,40,39,83,41,69,72,83,88,1,39,73,70,73,1
1163,-1,100,0,0,100,100,52,100,85,100,70,100,100,100,100,100,100,100,100,0,2
1164,-1,85,40,30,40,70,60,70,60,40,60,70,40,100,85,85,100,70,70,0,2
1165,-1,99,14,16,31,83,69,86,30,16,58,40,40,99,91,84,97,51,84,12,2
1166,-1,50,60,30,60,40,50,15,40,70,50,30,50,100,50,30,0,70,85,70,1
1167,-1,51,32,18,52,52,50,71,71,51,52,51,1,85,52,61,85,31,62,1,2
1168,-1,20,0,0,20,85,50,85,50,85,20,85,30,85,60,85,85,80,85,0,2
1169,-1,17,45,56,61,70,66,56,70,66,40,50,77,85,84,56,70,60,71,70,1
1170,-1,0,64,79,60,60,61,5,61,100,10,61,41,29,100,4,70,71,90,61,1
1171,-1,85,70,0,70,60,85,85,70,70,40,70,70,100,70,70,85,70,70,70,2
1172,-1,40,50,71,70,59,51,61,70,51,16,59,59,71,60,1,69,51,59,40,1
1173,2,95,10,15,71,69,55,100,100,51,0,33,12,99,85,85,85,6,85,0,2
1174,-1,85,70,40,70,85,60,85,85,15,70,50,50,100,85,60,100,15,85,15,2
1175,-1,30,85,85,85,86,50,17,50,85,30,50,85,85,85,10,40,85,85,85,1
1176,1,41,41,58,71,51,30,16,50,2,50,50,29,69,50,50,16,16,52,71,1
1177,-1,60,50,60,50,50,40,60,50,70,30,50,50,70,50,50,60,50,70,85,1
1178,-1,50,70,60,85,85,30,70,85,30,60,30,60,70,100,50,100,50,85,85,2
1179,-1,86,61,55,70,69,70,53,40,1,67,64,70,96,82,41,60,2,59,84,1
1180,-1,100,60,51,51,99,51,61,50,50,60,51,51,100,51,51,61,51,86,100,1
1181,-1,30,85,50,50,70,15,50,60,100,50,50,60,100,100,50,85,100,100,100,1
1182,-1,30,100,100,100,85,60,85,100,85,40,70,100,85,85,0,100,70,100,85,1
1183,-1,60,50,30,50,70,70,70,40,30,60,50,0,100,70,70,70,30,60,0,2
1184,-1,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2
1185,-1,15,60,40,50,50,50,30,85,50,50,50,50,50,50,40,50,50,85,40,3
1186,-1,40,100,85,70,100,70,15,40,100,70,100,100,100,100,100,85,85,85,100,1
1187,-1,0,75,90,40,50,60,5,70,100,70,70,85,15,50,50,75,100,100,75,1
1188,-1,15,85,60,40,50,40,30,50,70,40,50,50,50,70,15,50,60,85,70,1
1189,-1,70,50,30,30,50,50,85,50,50,40,50,30,100,50,70,85,50,70,15,2
1190,-1,31,70,85,45,57,40,32,45,59,30,44,52,51,57,33,56,61,67,95,1
1191,-1,15,70,70,60,70,40,50,70,85,30,40,60,50,85,15,70,85,100,70,1
1192,-1,22,41,17,41,71,60,73,70,85,16,70,71,77,86,100,99,50,85,0,2
1193,-1,60,60,70,60,85,60,50,70,50,30,60,70,100,100,15,70,50,85,60,1
1194,2,53,2,54,53,62,51,53,75,17,63,62,0,88,87,53,100,0,52,2,2
1195,-1,60,61,24,40,66,67,75,70,50,31,60,51,70,71,61,78,50,95,30,2
1196,-1,60,30,40,76,60,8,-9,70,50,70,50,50,70,50,15,70,50,85,7,2
1197,-1,50,50,50,50,53,50,50,50,50,46,50,50,50,50,50,53,50,50,50,1
1198,-1,43,69,16,16,39,61,80,58,71,68,85,69,77,87,57,95,78,80,32,2
1199,-1,94,53,33,42,51,41,88,72,41,54,43,43,92,52,42,88,32,70,31,2
1200,-1,60,70,40,70,70,40,85,50,85,40,70,85,100,85,60,100,70,85,100,2
1201,-1,50,40,0,85,30,60,85,60,50,50,60,40,70,50,30,100,15,60,0,2
1202,-1,9,71,77,60,86,32,49,15,76,13,51,77,86,87,0,78,73,76,70,1
1203,-1,52,98,74,86,96,31,29,82,51,29,53,51,51,50,4,72,16,97,90,1
1204,-1,85,50,70,70,100,70,85,85,85,0,60,0,100,100,70,85,60,70,15,3
1205,-1,60,40,30,15,70,40,85,40,15,30,15,40,100,70,85,85,15,60,0,2
1206,-1,50,30,40,4,50,46,22,68,50,18,65,50,50,50,12,84,50,100,30,1
1207,-1,52,61,16,42,60,51,70,51,52,52,51,49,99,63,50,99,51,85,32,2
1208,-1,55,85,90,82,81,50,35,34,51,58,50,53,60,55,13,4,50,77,91,1
1209,-1,32,100,84,71,98,39,0,84,85,51,31,70,72,98,16,100,85,83,40,1
1210,-1,66,79,47,66,74,75,48,46,16,65,51,59,59,24,69,3,19,47,97,1
1211,-1,71,99,0,50,0,0,0,0,98,0,63,70,98,85,0,62,71,63,100,1
1212,-1,50,77,85,63,71,15,0,72,61,51,32,51,71,50,50,41,51,54,71,1
1213,1,85,100,50,100,100,60,70,30,50,40,15,50,100,85,50,30,50,70,85,1
1214,-1,50,50,50,40,85,40,50,40,30,40,50,60,100,60,50,85,59,50,85,1
1215,-1,100,50,50,50,70,75,60,50,50,50,70,50,60,50,50,60,50,70,60,2
1216,-1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,2
1217,-1,40,85,70,60,70,40,40,60,70,15,60,60,60,85,60,70,60,85,70,4
1218,-1,95,0,15,50,80,85,95,30,40,80,80,40,95,95,95,95,40,95,50,2
1219,-1,60,60,30,60,85,30,60,40,50,30,60,40,70,70,40,70,50,60,2,2
1220,-1,5,100,85,57,95,40,31,59,100,22,43,100,45,98,18,40,100,100,100,1
1221,-1,60,40,15,0,85,70,0,100,60,60,60,15,100,15,70,100,15,0,40,2
1222,-1,60,100,50,50,70,70,85,100,30,70,70,60,100,85,100,100,-9,85,0,2
1223,-1,46,62,32,71,65,45,71,66,53,60,60,59,65,65,56,42,53,75,51,2
1224,-1,50,60,70,60,70,70,50,60,70,50,70,60,80,70,15,60,70,80,70,1
1225,-1,-9,85,15,39,73,72,100,29,3,39,72,0,99,51,83,98,0,50,30,2
1226,-1,33,100,84,73,82,48,30,85,100,43,50,71,89,100,0,58,81,100,64,1
1227,-1,85,50,60,60,100,40,85,40,50,40,70,50,100,100,60,85,50,70,0,2
1228,-1,85,30,16,60,70,85,70,30,31,41,85,16,85,85,60,85,16,100,0,2
1229,-1,51,41,2,50,83,38,69,51,37,15,49,30,99,50,51,99,40,84,1,2
1230,-1,60,60,70,50,60,50,60,85,70,40,50,70,100,60,40,70,70,85,60,2
1231,-1,99,1,0,37,82,99,99,86,85,16,99,15,99,99,97,100,1,0,1,2
1232,-1,40,85,70,40,60,30,30,60,70,30,40,60,70,60,30,30,60,60,85,1
1233,-1,85,30,85,85,85,60,70,85,100,70,50,60,100,70,60,100,100,70,40,2
1234,-1,60,50,50,50,100,50,50,50,85,50,70,70,100,85,40,100,70,85,60,3
1235,-1,77,49,41,51,56,70,86,71,51,70,49,61,99,70,70,86,50,86,52,2
1236,-1,50,85,85,100,100,40,60,60,60,40,40,85,70,85,85,100,85,85,100,1
1237,-1,10,100,85,85,100,60,40,60,100,5,50,80,50,80,0,75,100,100,90,1
1238,-1,15,100,95,50,60,0,15,60,100,40,14,65,50,65,15,50,100,85,95,1
1239,-1,41,99,99,62,60,72,58,60,98,18,84,85,97,99,1,71,86,98,70,1
1240,-1,40,70,85,70,100,30,70,100,100,70,85,100,100,40,40,100,100,100,100,1
1241,-1,85,0,15,30,85,85,85,60,0,15,70,0,85,85,60,85,0,60,30,2
1242,-1,85,45,40,65,85,75,100,85,50,70,85,75,95,85,60,100,55,80,55,2
1243,-1,99,17,2,4,84,52,68,51,39,32,65,73,97,58,74,100,7,61,1,2
1244,-1,40,50,50,50,50,40,50,60,50,40,50,50,50,50,50,85,50,100,30,2
1245,-1,50,70,50,68,97,0,30,53,82,53,21,32,95,50,30,100,84,70,54,2
1246,-1,15,60,70,70,60,40,70,60,70,30,30,60,70,70,40,70,40,85,15,1
1247,-1,25,70,40,40,100,60,40,70,100,10,60,100,100,100,10,100,100,100,60,1
1248,-1,50,40,40,30,60,90,90,30,70,40,90,30,100,90,70,90,70,80,20,2
1249,-1,50,70,70,50,60,15,15,60,40,70,30,60,85,60,50,85,50,85,30,1
1250,-1,-9,-9,-9,85,85,-9,-9,-9,0,-9,50,-9,60,-9,-9,60,0,85,85,4
1251,-1,40,70,70,60,80,0,30,50,80,10,30,40,40,50,0,40,80,80,80,4
1252,-1,29,28,1,15,52,40,85,84,30,16,51,1,85,31,31,69,16,86,0,2
1253,-1,70,87,83,83,98,61,17,40,84,32,99,15,59,99,39,100,70,69,39,2
1254,-1,0,30,30,15,50,50,70,40,50,0,50,50,50,50,30,85,50,70,0,3
1255,-1,15,50,50,30,50,50,50,50,50,30,50,50,50,50,30,70,50,70,50,1
1256,-1,15,60,60,80,78,13,30,60,80,33,30,63,73,67,13,66,56,82,56,1
1257,-1,62,53,51,72,52,62,61,62,53,63,52,41,73,53,-9,61,51,72,50,2
1258,-1,15,85,85,85,85,30,30,30,85,15,50,85,15,85,15,85,85,100,85,1
1259,-1,30,70,85,60,85,60,60,70,85,60,60,70,85,70,30,85,85,70,70,1
1260,-1,50,50,60,100,85,0,60,15,0,0,40,0,100,85,60,70,50,50,0,2
1261,-1,15,70,70,60,60,60,15,50,85,40,50,50,40,70,0,70,60,60,60,1
1262,-1,50,50,50,50,50,50,50,50,50,50,50,50,60,50,50,50,50,50,0,2
1263,-1,0,40,40,30,60,40,15,30,50,0,40,50,50,50,0,15,50,60,70,1
1264,-1,90,51,42,40,90,60,91,61,50,51,90,85,90,90,60,90,41,90,30,2
1265,-1,40,51,60,100,60,70,40,41,30,60,70,20,70,70,50,100,0,70,60,2
1266,-1,0,100,79,92,100,30,29,66,100,26,41,100,78,100,13,43,100,100,100,1
1267,-1,40,100,100,70,100,40,70,100,100,15,100,85,100,100,15,85,70,100,100,1
1268,-1,85,30,15,30,85,70,100,40,50,15,85,60,100,100,60,100,40,85,60,2
1269,-1,56,42,45,54,85,50,53,60,50,51,50,67,88,85,49,69,59,81,62,3
1270,-1,61,41,51,63,51,51,50,51,1,51,50,7,71,61,61,89,0,70,14,2
1271,-1,65,65,50,40,65,70,65,55,50,30,60,25,90,85,50,70,15,95,50,2
1272,-1,15,76,76,75,57,30,30,27,95,33,42,75,13,98,15,76,96,98,70,1
1273,-1,0,86,84,61,72,42,1,85,70,2,1,69,30,83,1,83,84,99,71,1
1274,-1,13,58,0,70,83,84,88,68,98,50,84,1,83,69,16,100,50,69,0,2
1275,-1,0,50,75,65,50,35,40,30,60,0,50,50,50,0,0,40,50,85,40,1
1276,-1,50,0,0,0,100,50,100,50,50,30,50,50,100,100,100,100,40,0,0,2
1277,-1,50,0,1,0,94,17,100,16,50,40,50,1,100,100,86,100,50,50,0,2
1278,-1,70,15,15,50,40,15,70,50,70,30,30,60,85,70,-9,70,50,100,0,3
1279,-1,50,40,50,50,70,41,50,50,50,16,50,50,50,50,40,83,50,50,50,1
1280,-1,15,70,60,100,100,50,85,70,70,85,70,40,100,100,100,100,0,100,0,2
1281,-1,85,15,40,70,85,50,50,60,85,60,85,70,85,85,60,85,70,85,0,2
1282,-1,15,50,40,15,85,50,100,85,50,70,50,60,85,85,60,85,50,100,0,2
1283,-1,41,52,41,61,55,57,50,40,51,40,50,31,85,51,40,71,47,62,2,2
1284,-1,16,71,85,79,85,50,24,72,85,25,50,85,86,50,0,84,85,85,100,1
1285,-1,63,41,22,11,60,61,62,61,17,17,51,52,70,52,30,81,19,87,20,2
1286,-1,16,50,50,40,50,50,60,50,51,30,50,50,50,51,1,70,50,50,50,1
1287,-1,30,50,85,60,50,50,30,60,50,40,50,50,85,50,0,70,50,85,85,1
1288,-1,50,60,60,85,70,31,70,70,60,62,40,50,85,59,31,98,50,99,60,1
1289,4,50,50,50,50,60,15,50,50,70,50,40,50,70,85,-9,100,50,100,85,1
1290,-1,56,50,69,80,56,70,43,41,38,30,52,49,98,55,50,98,35,98,21,2
1291,-1,40,60,60,60,70,30,60,50,50,30,50,50,70,100,15,85,50,70,60,1
1292,-1,60,85,50,85,85,70,50,60,100,60,0,85,100,50,50,50,100,70,100,1
1293,-1,54,32,17,57,53,50,75,52,51,52,50,51,100,85,51,85,49,82,4,2
1294,-1,70,30,0,17,85,50,90,85,0,90,50,20,85,50,88,100,10,30,0,2
1295,-1,85,50,0,0,85,85,100,85,50,85,85,-9,100,100,100,100,50,100,0,2
1296,-1,50,41,50,50,50,51,50,51,41,50,50,50,70,50,50,85,41,50,41,2
1297,-1,50,30,0,100,40,40,50,70,40,15,40,30,85,70,50,100,30,100,0,2
1298,-1,62,88,31,66,86,49,50,73,41,80,60,12,95,84,82,100,24,77,87,2
1299,-1,40,77,83,100,77,41,43,78,91,32,39,85,59,69,53,87,90,75,0,1
1300,-1,100,2,1,1,100,48,99,59,0,61,50,41,100,100,87,100,1,51,3,2
1301,-1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,3
1302,-1,20,0,10,30,80,80,100,85,100,80,100,80,100,100,80,100,50,80,0,2
1303,-1,85,24,0,70,85,85,91,5,15,68,85,15,90,91,90,91,5,85,0,2
1304,-1,70,0,15,15,50,50,70,50,50,40,50,30,70,50,70,85,15,50,0,2
1305,-1,22,89,90,76,81,89,6,35,89,12,79,91,90,93,1,91,90,89,72,1
1306,-1,40,40,60,40,85,30,30,40,70,40,40,85,85,85,50,85,70,85,40,1
1307,-1,70,85,70,100,70,70,50,70,85,60,85,40,100,85,40,85,100,100,70,1
