Id,V161008,V161009,V161019,V161112,V161126,V161241,V161265x,V161267,V161268,V161270,V161272,V161276x,V161307,V161310x,V161315,V161316,V161322a,V161326,V161329,V161334,V161361x,V162030,V162095,V162096,V162097,V162098,V162099,V162100,V162101,V162102,V162103,V162104,V162105,V162106,V162107,V162108,V162109,V162110,V162111,V162112,V162113
1308,7,1,-1,1,6,1,1,79,1,9,9,5,3,1,1,1,-1,1,-1,3,11,-1,100,85,100,85,100,50,85,85,50,70,85,50,100,85,85,100,50,100,50
1309,7,1,-1,1,2,2,4,68,6,14,14,5,-1,1,1,1,-1,1,1,3,14,-1,40,85,85,70,60,30,40,50,50,30,50,50,50,50,15,85,50,85,100
1310,3,3,-1,1,2,2,8,26,6,13,13,8,3,1,3,1,-1,1,1,1,10,-1,15,70,70,60,70,40,50,70,85,30,40,60,50,85,15,70,85,100,70
1311,7,1,-1,1,99,1,7,63,4,10,7,5,-1,2,1,1,-1,1,2,1,2,-1,40,60,100,50,100,85,50,40,50,0,100,50,50,100,0,70,50,100,100
1312,7,1,2,1,7,1,4,54,4,13,-1,1,-1,1,1,1,-1,1,1,1,9,-1,50,0,0,0,100,50,100,50,50,30,50,50,100,100,100,100,40,0,0
1313,1,4,2,2,6,2,8,54,4,9,-1,1,2,1,1,1,-1,2,1,2,1,-1,0,50,0,50,50,70,85,50,0,50,50,0,0,50,50,100,0,50,0
1314,3,4,-1,1,4,2,4,46,1,13,13,1,3,1,1,1,-1,1,1,2,22,-1,60,50,50,50,70,40,50,50,50,40,30,50,50,50,50,85,50,70,50
1315,5,3,-1,1,99,1,5,30,1,11,10,7,2,1,1,1,-1,1,1,1,14,1,50,100,50,100,50,50,70,50,100,30,40,50,100,100,15,100,50,50,50
1316,7,1,-1,1,4,1,2,40,1,13,10,1,2,2,3,4,4,1,1,1,8,-1,70,51,71,61,71,71,42,61,50,60,61,40,99,69,51,51,51,61,60
1317,4,3,-1,1,5,2,1,56,4,13,-1,1,3,1,3,1,-1,1,1,1,17,-1,16,50,59,42,84,59,84,61,71,50,52,71,60,60,52,84,59,97,40
1318,7,2,-1,1,3,2,1,50,1,14,13,1,-1,1,1,1,-1,1,1,2,27,-1,20,50,60,50,60,35,40,60,50,15,50,50,70,75,10,70,30,80,35
1319,7,2,1,1,2,1,4,45,1,14,9,1,-1,1,1,1,-1,1,1,2,22,-1,15,85,60,60,85,60,30,70,70,50,60,70,70,70,998,85,70,85,60
1320,4,3,4,1,99,1,1,28,1,9,9,4,2,1,1,1,-1,1,1,1,1,-1,94,3,50,80,70,48,30,61,4,46,2,49,100,80,32,100,3,68,60
1321,7,2,-1,1,2,1,2,67,3,16,9,1,-1,1,1,1,-1,1,1,1,6,-1,15,50,50,50,50,40,50,60,50,15,60,60,50,60,0,70,50,70,40
1322,7,3,-1,1,99,1,1,74,3,12,-1,1,-1,1,1,1,-1,2,-1,3,12,-1,50,50,-9,70,70,40,50,50,50,50,15,50,70,50,50,70,50,70,15
1323,7,1,4,1,7,1,4,78,1,9,8,5,-1,1,1,1,-1,1,2,3,8,-1,99,51,17,51,85,70,99,62,60,60,85,61,99,100,99,100,40,71,0
1324,7,2,-1,1,2,2,8,47,1,11,9,1,2,1,1,1,-1,1,1,2,19,-1,0,100,85,60,100,0,0,40,100,0,50,85,15,100,0,85,100,85,70
1325,4,4,1,1,3,2,8,25,6,10,-1,2,2,3,2,1,-1,1,1,4,12,-1,50,75,50,75,75,30,50,50,100,50,30,85,50,100,50,50,100,85,50
1326,5,3,2,1,99,2,2,50,4,10,8,1,-1,1,1,1,-1,1,1,4,22,-1,999,50,50,40,60,30,50,60,50,50,50,50,70,60,50,70,40,50,30
1327,4,2,2,1,6,2,1,35,1,10,10,1,2,1,1,1,-1,1,1,2,12,-1,0,50,40,59,-9,61,97,58,99,61,50,62,30,-9,-9,98,98,-9,1
1328,7,2,-1,1,4,1,4,70,4,9,-1,6,3,1,1,1,-1,1,1,3,4,-1,50,50,50,70,60,40,50,50,50,50,40,50,60,50,50,70,50,70,50
1329,3,3,4,1,4,1,8,51,3,14,-1,1,3,1,1,1,-1,1,1,2,23,-1,50,50,70,85,100,85,70,85,85,40,85,100,100,100,40,85,85,85,85
1330,7,2,-1,1,1,2,6,28,1,14,14,1,-1,1,1,1,-1,1,1,2,27,-1,10,100,85,85,100,60,40,60,100,5,50,80,50,80,0,75,100,100,90
1331,7,3,-1,1,2,2,8,39,4,14,-1,1,3,3,3,1,-1,1,1,2,5,-1,15,85,85,100,100,15,15,85,100,30,40,100,100,100,0,70,100,100,100
1332,5,3,2,1,5,1,2,20,6,12,-1,1,-1,1,1,1,-1,1,1,4,26,-1,100,15,40,70,85,60,70,-9,50,40,50,50,100,70,70,60,50,30,40
1333,6,4,-1,1,99,1,4,84,3,10,-1,5,-1,1,1,1,-1,2,1,4,5,-1,50,50,50,50,70,50,50,60,50,60,50,50,70,70,50,70,50,50,40
1334,7,3,-1,1,6,1,4,41,1,13,13,7,-1,1,1,1,-1,1,1,2,27,-1,50,15,20,25,50,60,75,40,50,10,50,50,75,50,75,90,50,50,15
1335,6,1,2,1,6,1,4,83,1,13,14,5,-1,1,1,1,-1,1,2,3,18,-1,50,0,15,0,85,60,85,60,50,40,60,15,85,85,70,85,15,70,0
1336,7,2,1,1,4,1,4,38,1,14,14,1,4,1,1,1,-1,1,1,2,27,-1,15,85,70,70,60,50,40,60,85,60,60,85,70,85,15,85,85,85,85
1337,7,1,-1,1,2,1,1,57,1,16,13,1,-1,1,1,1,-1,1,1,3,27,-1,61,100,100,98,100,47,61,100,100,29,70,100,100,100,27,96,100,100,100
1338,-8,-1,2,1,99,2,8,84,3,7,-1,5,-1,1,2,1,-1,2,-1,3,-9,-1,50,50,50,50,70,50,50,50,50,50,50,50,50,50,50,0,50,50,50
1339,5,3,4,1,4,2,4,39,6,14,13,1,-1,1,1,1,-1,1,1,2,16,-1,15,0,30,100,50,0,60,15,100,15,15,30,50,15,0,100,100,50,0
1340,7,2,-1,1,3,1,5,22,6,13,-1,1,3,1,1,1,-1,1,1,4,24,-1,85,60,70,50,70,40,70,70,100,70,60,85,100,100,60,70,85,85,85
1341,7,2,4,1,3,2,4,26,6,13,-1,1,3,1,1,1,-1,1,1,1,15,-1,0,18,50,53,66,50,53,59,57,2,52,60,52,49,0,63,59,100,62
1342,5,3,1,1,4,1,2,68,1,14,11,5,3,1,1,1,-1,1,2,3,1,-1,71,51,61,63,86,44,52,51,51,52,52,52,100,73,41,88,31,71,51
1343,7,3,1,1,3,1,5,48,6,13,-1,6,-1,1,1,1,-1,1,1,1,17,-1,30,0,85,0,50,70,0,70,100,60,60,998,50,50,15,85,50,100,50
1344,7,3,-1,1,6,1,2,77,1,9,10,5,2,1,1,1,-1,1,2,3,15,-1,100,30,15,15,50,50,70,40,40,30,50,50,100,70,60,85,30,50,0
1345,7,2,-1,1,4,1,1,48,5,11,11,1,-1,1,1,1,-1,1,1,2,16,-1,51,53,95,97,71,96,49,96,1,50,49,0,52,51,96,98,1,51,48
1346,5,2,2,1,5,2,4,54,4,9,12,1,3,1,1,1,-1,1,1,2,19,-1,51,51,53,51,51,76,76,41,87,3,61,52,93,51,32,100,51,100,9
1347,7,2,1,1,99,1,2,47,6,10,-1,6,1,2,1,1,-1,2,1,1,3,-1,50,100,85,50,100,50,50,60,100,30,50,50,100,50,50,40,100,50,100
1348,2,4,4,1,2,1,5,45,5,10,-1,6,1,1,1,1,-1,1,1,1,3,-1,40,70,70,998,70,60,40,60,50,70,85,998,70,998,50,85,998,70,40
1349,7,2,1,1,99,1,4,30,6,9,-1,6,-1,2,1,1,-1,1,1,4,11,-1,100,60,51,51,99,51,61,50,50,60,51,51,100,51,51,61,51,86,100
1350,7,2,-1,1,4,2,2,33,1,11,10,4,2,1,1,1,-1,1,-1,1,9,-1,58,60,64,64,76,35,73,83,76,77,31,58,81,82,77,76,74,77,11
1351,7,1,1,1,4,1,4,72,4,11,-1,5,-1,2,1,1,-1,2,-1,1,3,-1,40,85,60,60,85,30,50,70,60,50,70,70,70,85,50,50,60,85,85
1352,5,2,4,2,4,2,7,28,6,11,-1,1,3,1,1,1,-1,1,1,1,17,-1,30,30,20,85,60,0,40,40,60,40,0,40,60,70,100,60,40,85,60
1353,7,2,-1,1,99,1,4,53,4,9,-1,1,2,5,1,1,-1,1,1,1,5,-1,50,50,50,60,70,60,70,85,70,70,50,50,85,50,50,50,60,70,50
1354,5,3,-1,1,99,2,8,58,4,10,-1,1,2,1,1,1,-1,1,1,2,22,-1,50,50,50,60,60,40,50,50,50,30,30,50,50,50,50,85,50,50,50
1355,5,2,-1,1,2,2,8,48,4,13,90,1,-1,1,1,1,-1,1,1,2,23,-1,30,100,70,60,65,25,30,65,70,15,40,50,50,55,15,80,80,100,80
1356,7,1,2,1,6,2,8,70,1,14,10,1,3,1,1,1,-1,1,1,2,15,-1,60,31,1,31,60,51,85,31,69,16,51,16,70,84,60,85,51,70,0
1357,3,3,2,1,4,1,1,57,4,13,-1,1,3,1,1,1,-1,1,1,2,-9,-1,85,30,15,30,85,70,100,40,50,15,85,60,100,100,60,100,40,85,60
1358,5,3,-1,1,1,2,6,22,6,13,-1,1,4,1,1,1,-1,1,1,1,3,-1,0,85,100,50,40,40,0,90,100,30,75,50,10,100,0,85,85,100,70
1359,7,1,-1,2,2,2,8,44,1,12,9,1,-1,1,1,1,-1,1,1,1,20,-1,0,100,100,85,100,40,15,60,100,15,30,100,30,100,0,100,100,100,85
1360,2,4,-1,1,3,2,8,31,6,14,-1,1,3,1,2,1,-1,1,1,2,20,-1,28,72,85,99,69,23,54,69,100,53,52,85,48,93,11,83,93,98,49
1361,7,1,-1,1,6,1,2,66,1,8,11,5,3,1,1,1,-1,1,1,3,15,-1,80,30,50,998,998,75,75,75,998,60,998,50,75,998,80,80,998,90,20
1362,6,3,1,1,4,1,3,58,6,13,-1,1,-1,2,1,1,-1,1,1,2,15,-1,36,87,75,72,85,48,14,68,68,61,46,67,93,98,0,49,70,80,98
1363,7,2,-1,1,2,1,8,57,4,10,-1,6,1,1,1,1,-1,1,1,4,2,-1,50,100,100,100,100,30,0,50,100,50,50,100,70,50,0,100,100,100,100
1364,7,1,4,1,2,2,5,59,3,13,-1,4,-1,1,1,1,-1,1,1,2,23,-1,15,70,70,60,50,50,40,60,50,0,30,50,50,50,15,70,50,85,30
1365,7,1,-1,1,2,1,1,57,6,10,-1,1,2,1,1,1,-1,1,1,2,16,-1,0,80,85,85,70,0,20,70,80,1,10,75,50,75,0,50,75,70,75
1366,7,4,1,1,99,1,1,75,3,9,-1,5,-1,2,1,7,1,1,2,3,-9,-1,85,40,86,85,85,85,70,85,40,71,85,87,100,70,85,85,30,70,100
1367,5,3,-1,1,4,1,5,45,1,13,9,1,3,2,1,1,-1,1,1,2,21,-1,85,15,50,50,50,40,40,60,85,40,30,50,100,85,40,70,50,70,50
1368,6,3,-1,1,6,1,2,48,1,10,12,1,2,1,1,1,-1,1,1,3,19,-1,998,50,70,40,85,85,85,70,85,50,85,50,85,85,70,85,998,85,30
1369,7,1,-1,1,4,1,3,50,1,13,10,1,2,2,1,1,-1,1,1,2,16,-1,100,50,50,70,100,85,100,100,100,70,100,100,100,50,50,100,100,100,100
1370,5,4,-1,1,6,1,1,18,6,8,-1,1,3,1,1,1,-1,1,1,4,22,-1,50,40,60,30,100,60,70,50,60,40,70,70,100,100,50,85,60,100,40
1371,7,3,1,1,2,2,8,25,6,10,14,7,2,1,1,1,-1,1,1,4,7,-1,16,3,63,62,44,18,18,63,73,0,5,88,13,69,1,72,74,96,44
1372,7,2,1,1,2,1,4,54,5,5,-1,1,3,5,3,4,3,1,1,1,7,-1,998,85,85,85,85,70,60,70,70,60,60,50,85,70,30,85,70,100,999
1373,7,3,4,1,3,2,8,68,1,14,14,5,-1,5,3,4,4,1,1,3,-9,-1,15,50,50,50,60,70,30,40,50,0,50,50,15,50,0,60,50,85,50
1374,4,3,4,1,-8,1,1,-9,4,10,-1,6,-1,1,2,1,-1,1,2,1,-9,-1,85,85,60,50,100,70,100,70,85,50,50,60,100,100,50,85,85,100,85
1375,7,2,-1,1,6,2,8,65,1,11,10,5,-1,1,1,1,-1,1,1,3,1,-1,50,50,40,30,50,70,85,60,50,17,70,30,50,50,70,50,15,0,0
1376,4,2,2,1,5,1,4,46,1,14,14,1,4,1,1,1,-1,1,1,2,28,-1,-9,85,40,85,100,60,50,50,85,15,100,70,85,100,-9,100,85,85,85
1377,5,4,-1,1,99,1,2,55,4,9,-1,1,1,1,2,4,1,1,1,2,11,-1,85,50,50,70,100,70,70,100,50,85,60,15,100,70,85,100,50,100,60
1378,7,3,4,1,3,2,8,39,1,10,11,1,-1,1,1,1,-1,1,1,2,19,-1,0,74,80,99,62,55,30,73,65,39,60,61,1,59,85,61,63,93,74
1379,7,3,-1,2,4,1,1,29,6,11,10,1,-1,2,2,4,2,1,1,1,1,-1,85,85,85,85,85,85,40,85,60,50,50,85,100,60,50,85,50,100,85
1380,4,2,1,1,2,1,2,35,6,14,-1,1,2,6,1,1,-1,1,1,1,14,-1,50,85,85,50,100,50,0,70,100,0,50,100,85,100,0,85,85,85,100
1381,7,1,1,1,2,2,6,75,3,12,-1,5,3,1,1,1,-1,1,2,3,11,-1,15,85,85,60,100,30,30,70,100,40,50,85,50,100,0,60,85,85,60
1382,7,3,1,1,3,1,7,47,4,13,-1,1,-1,6,2,4,1,1,1,2,14,-1,40,70,70,60,50,40,50,60,85,40,50,60,85,85,30,85,85,70,60
1383,7,5,-1,1,6,2,8,-9,1,13,10,5,3,1,1,1,-1,1,2,2,23,-1,50,49,16,15,59,62,60,50,40,1,39,1,49,61,61,70,15,51,16
1384,6,2,2,1,6,2,8,78,1,16,16,5,3,3,3,4,2,1,-1,3,28,-1,50,50,30,50,50,50,50,50,31,50,50,41,50,50,50,65,30,50,16
1385,7,1,-1,1,5,1,4,78,1,10,10,5,3,1,1,1,-1,1,-1,3,12,4,51,32,50,16,60,17,62,33,62,50,62,62,87,71,18,85,60,42,86
1386,7,2,-1,1,3,2,1,43,4,13,10,1,-1,1,1,1,-1,1,1,3,22,-1,40,40,60,60,100,70,40,60,50,50,30,100,85,100,15,60,100,100,30
1387,7,1,1,1,2,2,8,67,6,14,-1,5,-1,1,1,1,-1,1,1,2,22,-1,1,77,71,71,50,14,51,69,77,14,50,49,51,52,0,69,51,91,68
1388,7,1,1,1,1,2,8,33,1,13,13,1,3,1,1,1,-1,1,1,2,18,-1,0,70,80,60,80,0,10,50,90,25,60,80,25,70,0,40,100,90,90
1389,3,3,4,1,99,1,8,53,1,11,11,1,-1,5,3,4,4,1,1,3,17,-1,50,70,70,70,85,85,60,70,50,70,50,40,85,50,50,70,40,100,60
1390,7,1,-1,1,6,1,5,58,3,12,-1,6,-1,-2,1,1,-1,1,1,1,5,-1,100,50,50,50,100,85,85,85,50,70,-9,50,100,85,85,100,50,50,0
1391,2,3,-1,1,99,1,2,55,3,4,-1,6,-1,6,1,1,-1,2,-1,3,7,-1,85,85,0,40,85,60,40,30,0,60,50,40,100,100,30,70,0,60,50
1392,7,3,1,1,3,1,1,54,1,13,10,1,-1,1,1,1,-1,1,2,2,20,-1,40,70,50,85,50,15,30,85,50,50,50,50,100,100,15,85,50,100,60
1393,5,1,-1,1,5,1,5,36,6,13,-1,1,2,2,2,1,-1,1,2,2,17,-1,15,100,85,100,100,100,60,60,50,70,85,15,15,85,70,85,50,40,0
1394,5,3,1,1,2,1,6,36,1,14,13,1,3,1,1,1,-1,1,1,1,25,-1,30,50,50,50,50,50,50,50,50,50,50,50,50,50,30,10,50,50,50
1395,6,1,-1,1,2,2,8,-9,6,13,-1,5,2,2,1,1,-1,1,1,2,9,-1,0,85,85,85,85,40,15,85,70,30,50,85,70,85,0,70,60,100,85
1396,7,1,2,1,5,2,8,26,6,13,-1,1,-1,1,1,1,-1,1,1,1,18,-1,30,40,40,50,60,50,60,60,50,40,70,60,50,50,15,85,50,100,15
1397,7,2,4,1,2,2,4,56,4,13,-1,1,3,1,1,1,-1,1,1,2,25,-1,0,61,70,60,69,50,17,61,71,0,50,70,50,70,15,70,84,84,56
1398,7,2,1,1,4,2,1,53,4,10,-1,1,2,1,1,1,-1,1,1,1,16,-1,40,90,95,75,85,60,70,100,100,75,90,60,100,100,40,100,100,100,10
1399,7,3,-1,1,4,1,4,42,1,13,9,1,-1,1,3,1,-1,1,1,2,19,-1,40,100,60,70,60,40,60,60,50,40,85,50,70,70,40,70,50,100,30
1400,7,3,-1,1,6,1,2,60,1,16,13,1,3,6,1,1,-1,1,1,3,20,-1,86,31,1,41,87,61,85,33,1,62,51,1,100,98,71,85,0,71,41
1401,7,2,2,1,99,1,2,58,6,9,5,6,-1,1,1,1,-1,1,-1,3,1,-1,62,2,48,46,48,-9,7,93,2,30,7,50,95,50,3,92,19,66,91
1402,4,3,-1,1,6,1,4,59,1,12,10,1,2,1,2,1,-1,1,2,2,22,-1,60,85,40,50,70,85,85,60,50,60,70,50,85,70,85,85,50,85,50
1403,7,1,1,1,99,1,-2,66,4,9,-1,5,1,2,1,1,-1,2,2,3,7,-1,50,50,50,60,50,50,50,50,50,40,50,50,50,50,50,50,50,70,50
1404,7,1,1,1,1,2,8,77,1,14,8,5,3,1,2,1,-1,1,2,3,23,-1,0,50,85,60,70,60,0,30,50,15,50,15,0,50,30,70,50,85,60
1405,7,2,1,1,2,1,4,76,1,9,14,5,3,1,1,1,-1,1,2,2,20,-1,30,30,85,50,60,30,15,60,30,15,50,40,85,60,0,70,40,50,30
1406,1,3,-1,1,2,1,2,39,1,13,13,1,-1,2,1,1,-1,1,1,2,23,-1,85,85,85,70,100,70,30,40,50,40,40,50,100,50,0,85,50,70,100
1407,2,3,1,1,99,-8,-2,35,1,13,13,1,2,1,1,1,-1,1,1,2,-9,-1,40,15,60,-9,30,30,-9,40,85,40,15,50,15,60,50,85,0,100,40
1408,7,1,-1,1,6,1,2,80,2,9,9,5,3,1,1,1,-1,2,2,4,7,-1,85,30,0,15,100,60,85,40,0,40,85,70,100,85,85,85,0,70,0
1409,7,1,-1,1,4,2,8,74,3,10,-1,5,3,2,1,1,-1,1,2,2,16,-1,0,85,70,70,70,0,0,40,50,40,15,50,0,50,0,40,50,70,60
1410,0,-1,4,1,4,2,8,20,6,10,-1,1,3,1,1,1,-1,1,1,1,5,-1,50,40,50,100,50,60,50,70,70,50,100,40,60,100,50,100,40,100,40
1411,5,3,4,1,3,2,1,66,1,13,10,5,-1,1,3,4,4,1,1,3,-9,-1,41,60,51,52,61,50,59,65,51,61,51,51,61,61,40,71,50,52,43
1412,7,1,-1,1,3,2,4,35,1,13,13,1,3,1,1,1,-1,1,1,2,24,-1,0,100,60,40,50,40,0,70,100,30,50,60,50,100,0,60,100,100,50
1413,7,2,-1,1,3,1,4,82,6,13,-1,5,3,1,1,1,-1,1,1,3,18,-1,70,70,85,70,85,50,40,70,70,50,50,50,85,85,40,85,70,70,70
1414,2,4,-1,1,99,1,5,51,1,10,9,1,2,5,1,1,-1,1,1,3,20,-1,50,50,50,50,50,50,50,50,0,40,50,30,70,50,50,70,50,50,50
1415,7,4,4,1,99,2,5,31,6,13,-1,1,-1,1,1,1,-1,1,1,2,27,-1,50,30,51,30,40,70,70,40,50,60,42,50,90,50,50,85,50,69,57
1416,5,4,-1,2,4,1,5,34,1,9,10,1,2,1,1,1,-1,1,1,1,9,-1,85,50,50,50,60,40,50,50,0,40,50,50,100,50,50,85,0,40,30
1417,7,2,-1,1,5,1,2,27,6,10,-1,1,3,1,1,1,-1,1,1,1,7,-1,-9,70,46,64,80,-9,76,66,92,44,66,83,40,87,-9,90,87,91,32
1418,6,3,-1,1,4,1,1,46,6,10,-1,1,-1,2,1,1,-1,1,1,1,1,-1,70,70,50,85,70,70,60,40,50,40,60,70,70,50,15,85,50,85,60
1419,5,3,-1,2,4,1,4,25,6,12,10,1,-1,1,1,1,-1,1,1,1,11,-1,-9,50,15,-9,36,-9,15,36,50,30,39,50,100,50,50,85,15,50,15
1420,7,1,1,1,3,2,8,66,1,14,8,5,-1,1,1,1,-1,1,1,2,23,-1,15,70,85,70,85,15,15,60,85,30,70,85,100,100,0,70,85,85,70
1421,7,1,-1,1,7,1,2,64,4,13,-1,5,3,1,1,1,-1,1,1,2,8,-1,100,16,0,50,100,61,100,70,0,16,60,0,100,100,100,100,40,70,0
1422,7,4,1,1,4,2,8,68,1,10,10,5,3,1,3,4,1,1,1,3,24,-1,15,71,90,16,99,42,31,39,85,39,68,84,83,84,30,39,82,100,70
1423,7,1,4,1,2,2,1,54,1,11,9,1,3,1,1,1,-1,1,1,2,24,-1,3,75,85,73,80,27,7,46,75,11,46,75,73,88,2,76,79,83,67
1424,7,1,-1,1,4,1,1,49,5,12,-1,1,2,1,1,1,-1,1,1,1,20,-1,50,60,60,40,85,40,60,85,100,30,0,60,85,85,100,100,100,100,0
1425,3,3,1,1,2,2,4,36,4,13,-1,1,3,5,1,1,-1,1,1,2,18,-1,40,50,60,50,50,40,40,50,60,40,50,50,70,50,70,70,50,50,50
1426,7,1,1,1,4,2,8,71,4,14,-1,5,3,1,1,1,-1,1,-1,3,8,-1,0,85,85,50,70,0,15,60,50,40,30,50,40,50,0,60,50,85,85
1427,5,3,2,1,4,1,4,68,1,14,13,5,3,1,1,1,-1,1,1,2,23,-1,50,100,40,85,100,50,85,70,50,50,50,85,100,100,50,100,100,85,0
1428,7,4,1,1,3,1,2,67,1,14,14,5,3,1,1,1,-1,1,1,3,15,-1,40,40,61,40,50,41,41,40,40,40,41,30,100,51,41,70,41,51,50
1429,7,4,-1,1,99,1,1,53,4,11,-1,1,1,1,1,1,-1,2,1,1,7,4,50,15,50,70,60,50,50,70,0,50,50,0,100,0,50,100,0,70,0
1430,7,2,5,1,7,1,4,69,4,11,-1,5,3,1,1,1,-1,1,1,2,13,-1,40,50,0,70,15,50,100,85,50,60,50,0,70,50,70,85,40,100,0
1431,2,4,4,1,99,1,5,31,2,10,6,1,2,1,1,1,-1,1,1,1,9,-1,100,40,50,85,100,85,100,70,0,70,100,60,100,100,50,100,0,100,0
1432,3,4,-1,2,3,2,5,21,6,10,-1,1,-1,1,1,1,-1,1,1,1,3,-1,52,99,91,89,85,49,46,44,96,53,40,71,85,72,52,86,98,89,60
1433,7,2,1,1,2,1,7,36,6,12,-1,1,-1,2,1,1,-1,1,1,1,15,-1,64,99,74,71,80,57,70,69,99,70,51,99,61,53,73,52,82,79,99
1434,2,4,-1,1,99,2,8,21,6,9,9,1,2,1,1,1,-1,2,1,1,5,1,0,100,100,50,100,0,0,50,100,25,0,100,15,100,50,90,100,70,90
1435,3,4,-1,1,2,2,8,27,6,16,-1,1,3,1,1,1,-1,1,1,1,11,-1,2,85,85,52,50,40,1,84,85,51,70,49,23,71,31,71,90,100,51
1436,7,3,4,1,99,1,1,57,6,10,14,1,-1,6,1,1,-1,1,1,2,21,-1,60,70,40,70,70,40,85,50,85,40,70,85,100,85,60,100,70,85,100
1437,7,5,-1,1,99,2,4,85,3,2,-1,1,3,5,3,1,-1,2,2,4,6,-1,85,100,60,0,0,70,15,60,40,100,100,50,85,30,85,40,50,15,50
1438,1,4,-1,1,2,2,4,29,6,13,-1,1,2,2,1,1,-1,1,1,1,11,-1,0,50,85,50,80,50,50,50,100,50,50,50,80,100,0,20,100,100,100
1439,7,1,1,1,99,1,5,41,4,12,-1,1,-1,2,1,1,-1,1,1,1,3,-1,100,50,50,100,100,85,50,70,0,70,60,0,100,100,60,85,0,70,100
1440,5,2,2,1,4,1,1,24,6,14,-1,1,2,1,1,1,-1,1,1,4,18,-1,45,75,55,35,60,35,30,60,95,25,50,70,70,70,35,70,95,80,60
1441,7,1,1,1,6,1,2,73,1,12,10,5,3,1,1,1,-1,1,-1,2,15,-1,75,50,15,50,-9,71,85,70,50,60,50,51,100,85,85,100,50,70,40
1442,7,1,-1,1,3,1,8,50,1,10,13,7,3,1,1,1,-1,1,1,2,22,-1,50,50,50,40,70,30,50,50,70,30,40,40,85,85,50,70,70,85,30
1443,7,3,-1,1,5,1,5,33,2,11,10,1,-1,1,1,1,-1,1,1,2,11,-1,85,40,60,70,100,30,85,85,100,85,70,70,85,85,60,100,100,85,50
1444,5,1,1,1,2,1,1,90,3,14,-1,5,3,1,1,1,-1,1,2,2,21,-1,60,85,85,100,85,70,40,85,70,30,70,85,100,70,15,100,85,100,85
1445,4,3,1,1,2,1,1,58,4,14,-1,1,-1,1,1,1,-1,1,-1,2,13,-1,70,85,85,70,70,60,60,70,70,60,60,85,85,85,30,70,70,70,85
1446,7,3,2,1,5,1,4,32,1,13,13,1,3,1,1,1,-1,1,1,2,23,-1,45,50,20,35,50,30,55,15,50,15,50,45,50,50,60,65,50,70,35
1447,7,1,1,1,4,1,4,64,4,12,-1,1,2,5,3,4,1,1,1,3,19,-1,54,50,58,60,62,60,60,70,50,62,50,50,70,60,50,87,50,60,15
1448,7,1,2,1,6,1,4,81,1,12,9,5,-1,1,2,1,-1,1,2,3,9,-1,-9,-9,0,-9,70,50,-9,-9,85,60,85,0,100,70,-9,100,-9,70,-9
1449,7,1,4,2,6,2,1,61,4,10,-1,5,1,1,1,1,-1,1,2,2,7,-1,85,70,50,40,85,70,85,70,60,60,70,60,100,85,85,100,50,60,50
1450,7,1,-1,1,4,1,2,57,1,13,16,1,3,1,1,1,-1,1,1,3,25,-1,70,72,32,32,6,1,31,96,4,0,2,1,50,85,0,95,1,98,0
1451,7,4,-1,1,5,2,8,71,4,11,-1,5,3,1,1,1,-1,1,1,3,14,-1,-9,60,40,15,60,60,75,70,70,40,60,40,60,70,-9,80,60,70,30
1452,7,1,-1,1,6,2,5,28,6,9,-1,1,3,1,1,1,-1,1,1,3,28,-1,50,0,0,0,85,85,100,50,50,50,85,0,100,50,100,85,50,50,0
1453,7,1,4,1,99,2,8,-9,1,10,10,5,1,1,1,1,-1,1,1,2,-9,-1,51,51,52,0,51,15,84,14,17,0,51,48,51,51,3,100,1,84,17
1454,7,1,-1,2,4,1,1,80,3,10,-1,6,1,6,2,1,-1,1,-1,1,3,-1,70,70,50,40,70,70,70,85,85,60,85,70,70,70,40,85,70,85,70
1455,6,3,1,1,4,1,4,66,1,13,14,1,-1,1,1,1,-1,1,2,2,12,-1,40,50,50,50,50,40,50,60,50,40,50,50,70,50,50,85,50,50,50
1456,5,3,4,1,3,1,4,53,1,8,8,1,-1,1,1,1,-1,1,1,2,20,-1,40,50,65,90,80,30,15,50,90,25,40,60,40,50,15,75,80,90,40
1457,5,3,-1,1,6,1,1,34,1,10,10,1,3,1,1,1,-1,1,1,2,15,-1,85,30,16,40,51,60,90,51,16,50,50,0,100,50,70,85,16,61,30
1458,7,2,-1,1,6,1,1,86,1,10,9,5,3,1,1,1,-1,1,-1,3,23,-1,50,0,0,0,85,70,100,70,50,40,100,15,100,70,100,100,50,60,0
1459,4,3,1,1,3,2,8,38,4,12,-1,1,3,1,1,1,-1,1,1,2,-9,-1,40,60,60,70,85,30,40,60,85,60,85,85,70,85,40,85,85,100,85
1460,1,4,4,1,2,1,7,32,6,13,16,1,1,1,1,1,-1,1,1,1,14,-1,0,100,90,50,65,70,30,85,100,85,30,50,40,85,30,40,100,85,100
1461,7,1,2,1,6,1,2,60,6,10,-1,1,2,1,1,1,-1,1,1,2,20,-1,50,50,50,30,50,50,50,40,50,15,50,50,50,50,50,70,50,50,30
1462,5,3,1,1,3,2,4,40,1,11,12,1,2,5,3,4,3,1,1,1,21,-1,17,52,51,55,71,17,31,31,85,8,51,66,51,60,15,85,70,93,50
1463,3,3,1,1,99,1,1,39,4,9,-1,1,2,2,1,1,-1,1,1,2,11,-1,50,50,50,50,50,60,50,50,50,50,50,50,50,50,50,0,50,50,50
