Id,V161008,V161009,V161019,V161112,V161126,V161241,V161265x,V161267,V161268,V161270,V161272,V161276x,V161307,V161310x,V161315,V161316,V161322a,V161326,V161329,V161334,V161361x,V162030,V162095,V162096,V162097,V162098,V162099,V162100,V162101,V162102,V162103,V162104,V162105,V162106,V162107,V162108,V162109,V162110,V162111,V162112,V162113,Vote
319,7,1,0,1,2,2,2,31,6,14,13,1,0,1,1,1,0,1,1,1,18,0,15,85,85,60,60,40,30,40,85,30,40,40,40,40,1,40,70,85,40,1
320,7,2,0,1,3,1,4,82,1,13,14,5,0,1,1,1,0,1,0,3,17,0,52,80,71,91,70,43,58,91,90,33,83,62,100,80,40,87,54,88,83,1
321,5,4,1,1,3,2,1,28,6,13,13,1,3,1,1,1,0,1,1,1,19,0,9,100,100,90,91,30,8,68,100,22,14,90,57,90,1,35,98,100,100,1
322,7,2,2,1,5,1,8,66,1,13,6,5,3,6,1,1,0,1,1,3,0,0,100,100,100,61,100,85,100,85,100,60,100,100,100,100,100,100,100,100,50,2
323,1,4,1,2,99,1,2,32,1,10,13,7,0,4,1,1,0,1,1,2,14,0,55,42,81,54,86,63,61,65,31,61,69,38,96,69,52,61,26,85,86,2
324,4,1,4,1,6,1,4,22,6,9,10,1,0,1,1,1,0,1,1,2,16,0,50,1,40,40,100,25,60,65,25,65,25,50,100,50,25,100,10,40,1,2
325,5,2,1,1,4,1,1,34,1,12,9,1,0,1,1,1,0,1,1,1,24,0,30,70,50,50,50,40,30,70,50,15,50,60,50,50,1,60,50,85,40,1
326,7,1,0,1,3,1,4,63,1,10,13,1,3,5,2,1,0,1,1,2,23,0,40,100,85,50,85,40,40,85,85,70,50,70,85,85,30,85,85,85,85,1
327,7,1,1,1,2,1,1,75,1,9,9,1,3,1,1,1,0,1,2,3,13,0,30,85,85,85,70,40,15,40,85,1,50,60,85,85,15,40,60,70,60,1
328,6,3,1,1,5,1,4,57,1,11,14,1,3,1,1,1,0,1,1,2,17,0,78,57,64,66,70,66,52,56,63,28,38,74,81,71,27,70,30,77,75,1
329,7,3,1,1,5,1,4,47,1,14,14,1,0,1,3,1,0,1,1,3,26,0,998,998,998,30,0,85,998,60,0,70,0,0,0,998,998,998,998,100,998,1
330,7,2,0,1,6,1,5,49,6,10,0,1,0,1,1,1,0,1,1,3,24,0,70,50,30,30,50,50,85,50,50,40,50,30,100,50,70,85,50,70,15,2
331,7,1,1,1,2,1,1,64,1,14,10,5,3,1,1,1,0,1,1,3,24,0,1,85,85,100,85,1,15,1,85,1,1,85,40,85,1,100,85,100,40,1
332,5,3,1,1,99,1,3,38,4,7,0,1,0,2,1,1,0,2,1,1,11,0,40,85,85,70,70,50,30,50,85,50,50,60,70,60,50,70,85,40,85,1
333,7,2,1,1,99,1,7,53,6,16,13,1,3,5,3,2,0,1,0,2,23,0,1,85,85,85,85,60,1,85,85,30,85,85,85,85,1,70,85,85,85,1
334,7,1,1,1,2,2,8,69,4,13,0,5,0,1,1,1,0,1,1,2,14,0,15,70,60,60,85,60,30,40,85,15,40,70,60,85,30,70,50,85,60,4
335,3,3,0,1,3,2,8,56,4,14,0,1,0,3,3,4,4,1,1,2,13,0,15,85,85,85,100,50,1,70,50,30,50,60,85,85,30,85,50,100,85,1
336,5,3,0,1,4,1,4,62,1,9,11,1,2,1,1,1,0,1,2,3,13,0,85,85,100,100,100,50,85,85,0,70,0,100,100,100,70,100,0,85,0,1
337,7,2,2,1,5,2,8,51,1,12,10,1,0,5,1,2,0,1,1,2,23,0,50,40,15,40,50,40,70,40,50,40,70,40,50,50,50,70,50,50,1,2
338,7,2,1,1,4,1,2,56,5,10,9,1,1,2,1,1,0,1,1,1,13,0,50,50,70,60,85,70,50,70,40,70,30,50,50,60,50,40,40,70,60,1
339,6,3,4,2,6,2,8,47,6,9,0,6,1,1,1,1,0,1,1,3,5,0,40,51,17,40,60,17,77,46,50,16,50,42,59,51,61,71,50,71,10,2
340,4,3,2,1,5,1,4,46,1,13,9,2,0,3,3,4,3,1,1,2,1,0,51,51,50,99,50,50,70,50,52,50,51,51,84,51,51,97,51,99,41,2
341,7,2,0,1,99,1,2,80,1,10,13,5,3,1,1,1,0,1,1,3,22,0,85,100,85,85,100,85,70,85,100,70,85,85,100,100,70,100,100,100,85,2
342,6,2,2,1,5,1,5,45,1,13,10,1,3,1,1,1,0,1,1,1,20,0,70,70,70,70,85,40,70,60,70,40,40,70,85,85,70,100,70,85,60,2
343,3,3,0,1,5,1,2,47,1,10,12,1,0,1,1,1,0,1,1,1,22,0,70,70,30,70,100,85,85,70,70,70,85,40,85,85,70,85,70,70,40,2
344,7,3,0,1,7,1,2,0,1,10,11,1,0,1,1,1,0,1,1,2,23,0,100,40,30,70,70,50,85,50,50,60,50,40,100,100,50,100,40,50,1,2
345,7,3,1,1,2,1,6,36,1,14,13,1,0,1,1,1,0,1,1,2,26,0,999,40,70,60,85,60,40,85,60,40,60,70,70,85,40,40,50,100,85,1
346,7,1,2,1,6,1,2,72,4,10,0,1,0,1,1,1,0,1,2,3,6,0,70,15,30,50,85,85,85,70,30,40,50,15,100,85,70,100,15,50,1,2
347,7,3,2,1,4,1,5,62,1,10,10,5,2,1,1,1,0,1,0,3,17,0,50,30,40,73,61,24,66,50,49,43,60,54,75,55,39,61,51,50,42,3
348,7,1,1,1,5,1,8,69,1,13,14,1,3,3,3,4,2,1,0,2,21,0,81,85,74,77,74,92,77,94,51,90,93,68,0,78,66,85,50,98,86,2
349,7,3,1,1,99,1,4,55,2,10,9,1,0,5,1,1,0,1,1,3,22,0,40,50,15,30,70,40,50,70,50,40,40,50,70,50,50,85,50,50,30,3
350,5,4,2,1,6,1,5,40,1,9,13,7,0,1,1,1,0,1,1,2,18,0,60,30,15,40,60,40,70,50,15,60,40,50,100,50,0,60,15,60,40,2
351,5,3,4,1,3,1,5,25,1,13,12,1,0,1,1,1,0,1,1,1,14,0,40,40,85,50,60,40,30,60,70,40,30,85,85,60,15,70,85,70,40,1
352,7,2,0,1,2,2,8,67,1,13,13,5,3,1,1,1,0,1,0,3,20,0,15,85,85,85,85,60,30,85,85,30,60,70,85,85,1,70,85,85,85,1
353,7,3,0,2,5,1,2,26,5,9,0,1,1,1,1,1,0,1,1,1,4,0,70,30,15,50,70,60,70,15,15,40,50,1,100,50,30,30,1,60,15,2
354,7,1,2,1,5,1,1,72,1,13,16,5,0,1,1,1,0,1,1,3,1,0,50,40,40,40,70,50,70,50,50,40,50,60,70,85,50,70,50,60,30,2
355,6,3,0,1,6,1,1,72,1,13,10,5,3,1,1,1,0,1,1,2,15,0,70,60,15,30,50,70,100,50,40,40,50,50,100,70,50,100,40,85,1,2
356,7,2,1,1,2,1,6,64,1,14,15,1,3,1,1,1,0,1,1,3,0,0,4,99,97,32,85,52,4,62,85,41,52,42,53,99,1,72,87,98,84,1
357,2,3,4,1,4,1,5,39,1,12,12,1,0,1,3,4,4,1,1,2,22,0,40,50,50,50,85,50,60,70,998,50,50,50,85,70,50,70,50,70,998,2
358,3,4,1,1,6,1,1,25,1,9,12,1,3,2,1,1,0,1,1,2,17,0,60,60,999,85,1,60,50,60,1,50,70,50,85,15,50,70,1,85,100,1
359,4,3,2,1,6,1,2,43,1,13,11,1,3,1,2,4,0,1,1,2,22,0,100,40,15,50,70,50,85,60,50,40,60,50,100,60,50,85,50,70,15,2
360,1,4,0,1,6,1,2,31,1,13,13,7,3,1,1,1,0,1,1,2,22,0,70,60,10,50,50,85,70,70,10,70,85,30,100,70,50,100,10,50,10,2
361,5,3,0,1,6,1,5,58,4,13,0,1,0,1,1,1,0,1,1,2,13,0,10,80,35,1,61,92,80,89,50,21,50,50,98,95,50,100,50,100,60,2
362,4,3,0,1,99,1,1,21,6,10,0,1,2,6,1,1,0,2,1,3,17,0,75,100,75,100,100,50,60,75,85,50,60,85,100,100,75,55,85,50,100,1
363,7,1,0,1,6,1,4,57,1,12,12,1,3,1,1,1,0,1,1,2,25,0,50,1,1,1,40,50,50,50,50,50,50,50,50,50,50,50,50,50,50,2
364,3,3,2,1,6,1,2,34,1,13,10,7,2,1,1,1,0,1,1,1,13,0,100,16,15,32,70,41,100,40,50,70,85,60,100,75,100,100,50,65,1,2
365,4,2,2,1,6,1,1,64,5,13,0,5,3,1,2,1,0,1,1,1,25,0,15,30,1,15,85,70,100,50,50,40,70,50,85,85,30,85,50,100,15,2
366,5,3,4,1,99,1,4,23,6,13,13,1,3,1,1,1,0,1,1,1,5,0,100,100,100,100,100,60,100,100,100,100,85,100,100,100,100,90,100,100,100,1
367,4,2,2,1,6,1,1,60,1,13,13,1,3,5,1,2,0,1,1,2,25,0,70,50,1,40,85,70,85,40,50,70,70,40,100,100,60,85,40,60,1,2
368,1,4,5,1,1,2,8,20,6,12,0,8,3,1,1,1,0,1,2,3,27,0,15,85,100,70,70,1,1,30,100,15,30,50,50,50,1,15,85,85,85,1
369,7,4,4,1,4,1,4,84,3,9,0,5,1,1,3,1,0,1,0,3,11,0,32,69,30,61,0,30,72,40,53,40,53,31,75,51,51,75,48,95,3,2
370,7,3,0,1,99,1,1,47,6,13,10,1,3,6,1,1,0,1,1,1,21,0,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,2
371,7,1,4,1,1,2,7,37,1,16,14,1,0,1,1,1,0,1,1,1,28,0,10,70,70,80,70,40,40,40,70,50,55,50,50,70,30,45,70,90,70,1
372,7,2,1,1,4,2,8,74,1,14,14,5,3,1,1,1,0,1,1,3,0,0,16,72,60,71,60,16,46,51,68,31,51,70,51,86,17,45,55,91,72,1
373,7,4,1,1,4,2,6,76,1,10,9,5,0,1,1,1,0,1,2,3,24,0,50,60,70,50,60,70,40,70,70,40,60,60,70,85,1,85,60,70,30,1
374,4,3,0,1,2,1,2,25,6,13,0,1,0,2,1,1,0,1,1,1,11,0,50,85,70,85,85,40,40,50,85,50,50,85,100,70,40,30,85,50,85,1
375,4,3,2,1,6,1,5,60,1,9,8,1,3,1,1,1,0,1,0,2,20,0,85,70,1,70,60,85,85,70,70,40,70,70,100,70,70,85,70,70,70,2
376,3,3,0,1,3,2,7,24,6,9,0,1,2,1,1,1,0,1,1,1,8,0,50,80,70,80,70,80,70,50,100,40,50,70,50,70,50,80,100,80,70,2
377,7,1,0,1,2,2,8,50,4,14,0,1,0,5,1,1,0,1,1,1,17,0,1,85,70,10,90,10,40,80,90,15,50,85,70,95,1,95,95,95,60,1
378,7,1,4,1,5,1,4,64,1,13,13,5,2,1,1,1,0,1,1,3,23,0,30,40,61,80,50,29,40,70,77,10,50,51,75,92,15,91,60,85,1,1
379,3,4,2,1,99,2,1,51,1,14,13,1,3,1,1,1,0,1,1,3,1,0,50,50,60,85,50,40,30,60,50,60,50,50,50,50,40,85,50,85,15,2
380,5,4,5,1,3,1,5,60,3,10,0,4,3,1,1,1,0,1,1,1,21,0,100,85,100,85,100,40,70,70,100,60,100,70,100,100,50,100,70,100,50,1
381,7,1,2,1,6,1,1,68,3,13,0,1,3,1,3,4,2,1,1,3,11,0,70,30,15,50,60,70,100,60,50,50,70,70,85,70,85,85,50,60,1,2
382,5,3,1,1,3,2,8,22,6,15,0,8,0,1,2,1,0,1,1,1,1,0,15,85,70,50,40,40,30,70,60,1,40,50,50,60,40,30,50,85,40,1
383,7,1,4,1,6,2,8,70,1,12,14,1,4,1,1,1,0,1,0,3,27,0,30,40,40,85,70,40,60,60,85,15,50,70,85,85,60,70,100,85,15,2
384,5,4,2,1,6,2,8,65,6,16,0,1,3,1,1,1,0,1,2,2,21,0,59,40,5,60,60,40,85,80,41,30,50,15,70,50,58,46,8,84,3,2
385,7,2,0,1,3,1,1,66,1,13,13,5,0,3,3,4,1,1,1,2,21,0,13,62,72,50,84,52,32,63,52,52,40,60,86,70,2,70,52,71,70,1
386,5,3,1,1,99,1,4,68,3,5,0,5,3,1,1,1,0,2,2,1,5,0,60,40,60,50,85,60,60,70,40,40,70,50,100,40,50,100,50,100,40,2
387,7,2,4,1,5,1,4,68,1,8,8,1,0,5,3,4,4,1,1,2,1,0,15,50,85,50,70,40,30,85,60,40,70,70,85,85,15,100,60,100,70,1
388,7,3,1,1,1,2,8,39,6,13,11,1,0,1,1,1,0,1,1,1,13,0,1,91,84,64,84,1,1,60,89,16,26,84,27,85,1,16,84,84,84,1
389,6,3,2,1,6,1,5,52,1,13,10,1,3,1,1,1,0,1,1,2,25,0,86,60,30,50,60,60,85,30,50,40,50,50,99,71,60,85,50,40,41,2
390,5,3,0,1,5,1,2,45,1,13,14,1,0,1,1,1,0,1,1,2,23,0,70,60,60,70,60,60,60,70,60,60,50,60,90,60,60,70,50,70,60,2
391,3,4,1,1,99,1,7,80,1,13,12,1,3,5,3,4,4,1,1,2,21,0,70,15,70,70,60,50,40,50,40,50,40,50,70,50,50,70,30,50,50,1
392,3,3,1,1,2,1,7,20,6,10,10,1,0,1,1,1,0,1,1,1,28,0,50,80,100,60,70,70,1,85,100,80,40,100,100,100,20,85,80,100,55,1
393,0,0,0,1,99,1,2,42,4,14,0,1,0,1,1,1,0,1,1,2,20,4,50,50,50,50,60,15,50,50,70,50,40,50,70,85,0,100,50,100,85,1
394,7,3,0,1,7,1,2,44,1,10,11,1,2,1,1,1,0,1,1,2,11,0,50,50,30,50,70,40,70,50,40,50,50,40,100,50,50,85,40,50,30,2
395,7,2,0,1,3,2,8,37,1,14,14,1,0,1,1,1,0,1,1,2,28,0,1,85,75,60,65,50,5,55,60,10,50,60,60,60,1,55,60,90,50,1
396,7,4,0,1,99,0,4,38,4,10,9,1,3,1,1,1,0,1,1,3,11,0,70,70,50,70,100,60,60,70,100,60,100,85,85,70,50,100,85,70,100,2
397,7,4,0,1,6,1,2,82,1,9,13,5,0,1,1,1,0,1,2,3,23,0,89,51,18,41,84,33,96,70,31,34,86,14,99,99,77,99,4,99,3,2
398,0,0,0,2,99,1,5,20,6,9,0,1,2,1,1,1,0,1,1,1,17,0,85,15,1,70,100,40,100,40,40,60,100,50,100,100,85,100,40,70,1,2
399,7,4,2,1,4,2,8,82,3,9,0,5,0,1,1,1,0,2,0,4,1,0,50,50,50,50,70,50,50,50,50,50,40,50,50,50,50,50,50,50,50,2
400,7,1,4,1,5,2,8,71,4,9,0,1,0,1,1,1,0,1,1,1,15,0,60,50,50,50,70,60,60,30,50,30,70,50,70,70,70,85,50,70,1,2
401,6,1,0,1,5,1,4,41,1,10,12,7,2,1,1,1,0,1,1,2,24,0,50,30,1,50,70,60,60,60,70,30,60,15,100,100,70,85,50,50,1,2
402,7,2,1,1,99,2,0,35,1,10,13,1,2,1,1,1,0,1,1,2,21,0,60,31,1,85,95,25,49,77,75,60,49,40,80,98,38,100,78,90,1,2
403,7,1,1,1,3,2,2,84,4,10,0,5,1,1,1,1,0,1,2,3,6,0,42,89,83,80,51,75,58,68,52,20,51,62,63,51,32,95,51,98,10,1
404,7,1,0,1,2,2,4,25,6,13,0,1,2,1,1,1,0,1,1,1,14,0,30,85,85,50,50,40,15,70,100,15,50,85,40,85,1,70,100,85,70,1
405,7,1,2,1,6,1,1,55,1,10,13,1,3,1,1,1,0,1,1,2,25,0,85,50,7,78,85,85,85,60,50,72,87,85,86,85,70,99,50,96,15,2
406,7,3,0,1,6,1,1,0,1,13,10,1,3,1,1,1,0,1,1,3,0,0,60,30,1,30,70,60,85,40,50,40,50,30,100,50,60,85,40,85,1,2
407,5,3,2,1,99,2,8,59,1,9,9,1,2,1,1,1,0,1,1,2,25,0,85,70,40,70,60,30,70,70,1,30,60,1,85,85,60,100,30,85,50,2
408,7,2,0,1,2,1,1,29,1,13,13,7,0,6,1,1,0,1,1,1,22,0,1,100,100,50,60,1,1,60,100,15,1,50,50,50,1,50,60,70,70,1
409,7,3,0,2,3,1,4,35,1,10,13,1,0,1,1,1,0,1,1,1,15,0,15,85,60,60,100,30,85,70,85,60,50,85,70,85,15,85,100,70,70,1
410,4,3,0,1,99,2,4,47,4,14,0,1,2,1,3,4,3,1,2,1,15,0,1,62,56,55,99,54,55,69,94,59,65,97,97,52,51,91,93,92,92,1
411,7,1,2,1,2,2,8,66,6,13,0,5,0,1,1,1,0,1,1,3,21,0,16,91,84,53,86,47,41,91,86,14,59,70,84,85,17,94,71,90,63,1
412,5,3,2,1,6,2,4,61,1,13,11,1,3,1,1,1,0,1,1,2,26,0,50,50,30,40,50,85,90,40,50,40,50,50,50,50,40,90,50,90,30,2
413,7,2,0,1,6,2,8,73,1,10,10,5,0,1,1,1,0,1,0,2,17,0,50,1,1,1,50,100,100,60,50,40,100,50,100,50,40,100,1,100,1,2
414,7,2,0,1,6,1,4,68,1,9,13,5,0,1,1,1,0,1,1,3,20,0,60,40,15,30,85,50,85,70,50,70,70,40,85,60,60,85,50,70,15,2
415,7,1,0,1,6,0,8,0,4,10,0,5,0,1,2,4,7,1,1,1,0,0,1,30,15,30,60,85,100,50,70,1,60,40,60,60,15,85,998,1,1,2
416,7,2,0,1,99,1,5,26,6,14,0,1,2,2,1,1,0,1,1,1,15,0,85,60,50,60,100,100,40,50,60,50,1,50,50,50,1,1,60,85,100,1
417,3,3,1,1,2,1,4,34,1,11,14,1,3,3,3,4,4,1,1,2,28,0,60,15,85,15,70,85,15,85,90,60,60,85,85,70,50,85,85,90,60,1
418,7,2,0,1,4,1,5,60,4,14,0,4,0,5,2,1,0,1,1,1,5,4,50,50,50,60,60,60,50,50,50,60,50,50,50,70,50,100,50,85,70,2
419,7,3,2,1,99,2,4,54,4,9,8,1,0,1,1,1,0,1,1,2,11,0,51,52,60,14,0,51,70,64,85,35,50,49,61,98,0,100,60,98,1,2
420,6,2,1,1,1,1,7,23,6,10,13,1,0,1,2,1,0,1,1,1,5,0,15,100,70,100,50,15,40,60,100,30,40,85,60,100,15,60,100,85,100,1
421,7,3,2,1,4,1,7,34,1,11,14,1,0,1,1,1,0,1,1,2,14,0,998,50,30,70,50,50,70,50,50,60,50,40,100,50,50,100,50,70,30,2
422,7,1,2,1,6,1,4,77,3,13,0,5,3,1,1,1,0,1,1,4,27,0,998,60,30,40,70,998,80,70,85,40,80,998,85,85,60,85,80,85,40,2
423,7,3,1,1,2,2,8,25,6,13,10,1,0,2,1,1,0,1,1,1,13,0,35,75,60,90,60,45,15,65,100,40,45,90,55,50,50,46,100,85,100,1
424,7,1,1,1,2,2,8,76,1,13,13,5,3,1,1,1,0,1,1,3,28,0,15,85,85,85,85,70,70,85,85,30,50,85,85,85,15,85,85,85,70,1
425,7,1,1,1,2,2,8,59,4,14,9,1,2,1,2,4,1,1,1,2,16,0,15,100,100,50,100,15,50,60,100,50,50,100,60,100,1,70,100,100,85,1
426,7,2,4,1,4,2,4,53,1,13,13,4,3,5,3,1,0,1,1,2,22,0,10,70,60,60,50,40,50,50,50,40,50,50,50,50,1,70,50,100,60,1
427,7,2,0,1,1,2,8,86,4,13,0,5,3,1,1,1,0,1,1,3,21,0,1,100,100,70,100,1,1,60,100,1,40,100,40,100,1,70,100,85,100,1
428,6,2,1,1,1,2,8,46,1,9,10,1,2,1,1,1,0,1,1,2,22,0,1,70,85,51,70,30,15,60,85,50,39,71,40,69,1,85,69,85,71,1
429,7,2,0,1,2,1,8,46,6,10,0,4,0,5,1,1,0,1,2,4,1,0,60,40,91,84,100,40,30,60,100,40,70,100,100,100,60,30,100,85,100,1
430,7,1,0,1,2,2,1,54,3,13,0,1,2,1,1,1,0,1,1,3,0,0,15,70,85,85,50,15,15,50,100,30,50,85,70,85,15,70,100,85,15,1
431,7,2,0,2,1,2,8,35,1,11,14,1,0,1,1,1,0,1,0,4,12,0,34,69,64,65,72,35,52,57,59,54,50,66,35,65,26,50,60,81,64,1
432,5,2,4,1,4,1,4,51,4,5,0,6,0,5,3,4,3,1,1,1,3,0,31,61,51,46,93,31,36,44,45,46,51,51,42,51,51,31,51,56,51,1
433,2,4,0,1,2,2,2,34,1,9,11,1,0,1,1,1,0,1,1,2,24,0,50,73,60,100,73,3,50,25,100,16,11,51,50,100,1,82,85,100,80,1
434,5,4,4,1,4,2,8,39,1,9,13,7,3,1,1,1,0,1,1,1,18,0,50,50,52,51,57,51,50,49,94,38,43,50,51,49,52,85,52,95,50,1
435,7,2,1,1,4,2,2,35,6,11,0,1,0,6,1,1,0,1,1,3,9,0,50,52,53,72,69,28,51,16,100,30,49,72,49,100,51,40,100,68,100,1
436,7,1,0,1,2,2,8,25,6,13,0,1,0,1,1,1,0,1,1,1,8,0,17,99,85,61,59,15,15,58,100,32,20,99,46,84,6,42,96,84,99,1
437,5,3,0,1,3,1,2,35,1,16,16,1,3,1,1,1,0,1,1,2,25,0,30,80,50,50,60,50,50,55,70,40,45,70,85,85,40,55,40,85,55,1
438,7,4,1,1,2,1,7,29,1,13,12,1,3,2,3,4,4,1,1,1,21,0,70,85,85,70,100,40,30,50,50,30,50,50,100,50,50,50,50,50,70,1
439,7,2,0,1,3,2,1,68,1,9,10,5,3,1,1,1,0,1,0,3,22,0,1,90,94,87,79,40,15,69,87,31,33,94,57,98,11,96,95,94,87,1
440,7,3,4,1,5,1,7,65,1,10,10,1,2,1,1,1,0,1,2,3,20,0,60,70,70,60,85,50,85,70,60,60,50,85,100,100,60,85,50,85,85,1
441,7,2,0,2,6,1,4,54,1,13,13,1,0,1,1,1,0,1,1,3,19,0,70,30,15,50,85,85,85,40,40,30,50,40,100,85,70,85,15,70,1,2
442,7,2,0,1,3,1,4,58,6,10,0,5,3,1,1,1,0,1,0,2,25,0,40,40,60,70,70,30,60,40,50,40,60,60,70,40,15,70,50,60,15,2
443,7,2,2,1,6,2,8,61,1,14,13,5,3,1,1,1,0,1,2,2,21,0,16,30,6,9,17,50,85,30,62,46,31,50,30,51,54,66,40,69,2,2
444,7,1,1,1,2,2,7,49,6,16,0,1,0,1,1,1,0,1,1,1,24,0,30,70,85,60,70,70,30,60,100,50,40,85,50,70,15,60,100,100,100,1
445,7,2,0,1,6,2,5,54,1,11,11,1,0,1,1,1,0,1,1,3,28,0,40,35,50,15,60,75,50,75,50,30,50,50,50,50,45,70,50,85,15,2
446,7,1,2,1,4,1,1,62,1,11,10,1,2,1,1,1,0,1,1,2,22,0,51,41,2,50,83,38,69,51,37,15,49,30,99,50,51,99,40,84,1,2
447,7,1,2,1,7,1,2,44,1,12,11,1,2,6,1,1,0,1,1,1,12,0,100,60,35,30,85,70,85,70,50,15,85,40,90,85,90,95,15,90,1,2
448,1,2,1,1,6,1,5,51,1,12,9,1,0,1,1,1,0,1,1,2,22,0,96,50,51,50,50,50,76,50,50,50,50,50,100,84,68,51,50,50,84,3
449,7,2,1,1,3,2,8,90,3,10,0,5,3,1,2,4,1,1,1,4,14,0,30,85,85,85,85,70,60,100,85,86,60,70,100,85,15,85,85,100,85,1
450,7,2,0,1,5,2,2,62,1,11,12,1,0,1,1,1,0,1,1,3,17,0,40,50,40,70,50,40,50,40,40,40,50,40,60,70,40,70,40,50,40,2
451,7,1,1,1,3,1,1,78,1,9,9,1,3,1,1,1,0,1,1,3,1,0,60,70,100,100,100,60,50,60,50,30,50,85,70,85,1,85,50,100,100,1
452,3,3,0,1,4,1,2,60,1,13,13,1,3,1,1,1,0,1,1,2,22,0,40,50,60,30,60,40,50,60,70,40,40,60,60,70,30,70,70,60,50,1
453,0,0,0,1,4,1,5,83,3,9,0,5,3,1,1,1,0,1,2,3,9,0,70,40,50,40,60,60,70,40,50,30,50,30,100,85,50,85,50,40,60,2
454,7,3,1,1,4,1,4,63,1,10,7,5,3,1,1,1,0,1,1,3,13,0,44,85,90,98,93,56,70,80,92,66,90,92,91,93,24,92,96,93,94,1
455,7,1,0,1,99,1,4,61,3,9,0,1,0,2,1,1,0,2,2,1,7,0,77,69,72,78,78,76,73,71,73,88,52,69,88,59,68,60,72,81,99,1
456,7,1,0,2,6,1,5,68,4,14,0,5,2,1,1,1,0,1,2,1,3,0,100,40,30,60,85,86,100,31,50,41,85,40,100,85,100,85,51,78,1,2
457,7,3,2,1,6,1,1,57,1,12,12,5,0,1,1,1,0,1,1,3,23,0,51,51,40,50,100,86,85,84,85,40,100,100,100,100,60,100,61,70,70,2
458,5,2,0,1,2,1,2,56,1,15,13,1,0,2,3,4,4,1,1,2,19,0,50,50,50,50,100,50,50,50,50,50,50,50,100,50,50,50,50,100,50,1
459,7,3,2,1,6,2,8,55,1,16,13,1,4,3,3,1,0,1,1,2,28,0,42,50,51,35,51,41,50,64,50,31,50,50,51,50,35,70,50,70,50,1
460,5,2,0,1,99,1,4,66,6,14,0,5,3,5,3,1,0,2,0,3,11,0,52,61,40,72,99,62,99,62,62,51,60,63,100,63,51,100,42,100,71,1
461,7,1,1,1,99,1,2,55,1,10,14,1,3,2,1,1,0,1,1,2,24,0,1,100,100,100,1,40,1,40,100,1,40,100,1,100,1,40,50,100,100,1
462,7,2,4,1,6,1,4,65,1,14,13,5,0,1,1,1,0,1,1,2,22,0,85,60,30,30,60,85,100,70,85,40,60,40,100,85,70,100,50,70,30,2
463,7,2,0,1,4,2,5,59,4,11,0,5,0,1,1,1,0,1,2,2,13,0,40,60,40,85,70,50,60,60,70,50,50,70,70,50,30,100,70,60,60,1
464,7,1,1,1,2,2,8,70,4,12,0,5,0,1,1,1,0,1,1,2,0,0,50,100,85,70,100,60,50,40,100,15,85,85,70,100,15,100,100,100,70,1
465,7,3,0,1,99,1,3,24,1,10,5,7,2,1,1,1,0,1,1,1,15,0,60,15,30,70,70,50,30,40,15,15,40,1,85,50,30,70,15,60,1,2
466,7,1,4,1,2,2,1,66,6,15,0,5,0,1,1,1,0,1,1,3,28,0,30,100,70,40,85,60,30,60,100,15,40,60,70,70,15,60,85,85,60,1
467,7,1,1,1,3,2,8,30,1,10,13,8,2,1,1,1,0,1,1,2,12,0,1,85,70,60,85,1,15,60,85,30,15,70,15,85,15,30,85,100,85,1
468,7,3,0,1,5,1,2,23,6,9,0,1,0,2,1,1,0,1,1,4,22,0,100,60,85,60,70,70,60,70,85,85,50,85,100,85,70,100,85,85,85,3
469,5,2,0,1,5,2,5,65,4,14,0,5,0,1,1,1,0,1,1,2,27,0,50,50,50,60,60,50,60,70,40,40,60,30,70,60,40,70,40,70,30,3
470,7,1,1,1,2,1,4,80,1,13,13,5,0,1,1,1,0,1,1,3,20,0,70,85,85,60,100,30,70,85,100,40,70,100,100,100,1,100,85,85,85,1
471,4,4,0,1,4,1,2,67,1,11,12,1,0,2,1,1,0,1,1,2,12,0,61,70,51,71,85,70,60,61,52,63,61,61,72,85,52,71,51,72,71,1
472,3,3,0,1,4,2,4,60,1,9,9,1,0,1,1,1,0,1,1,2,16,0,50,50,50,1,50,60,50,60,70,60,60,50,60,50,50,70,1,85,50,2
473,6,2,2,1,5,1,1,39,6,13,0,1,3,3,3,4,4,1,1,2,15,0,85,61,50,70,61,41,50,51,50,61,40,55,100,60,45,41,51,69,61,2
474,7,3,0,1,6,1,2,68,4,10,0,5,0,1,1,1,0,1,1,2,15,0,85,50,1,50,100,50,100,50,50,50,50,1,100,100,100,100,50,100,999,2
475,7,1,4,1,1,2,8,28,1,14,14,1,0,6,1,1,0,1,1,2,23,0,1,100,85,50,100,30,15,70,100,30,40,100,85,100,15,100,100,100,70,1
476,7,2,0,1,4,1,1,69,1,11,11,5,3,1,1,1,0,1,2,3,22,0,70,70,70,70,85,40,60,60,50,40,50,50,85,85,15,40,60,70,60,1
477,7,2,2,1,4,1,1,61,3,9,0,1,2,1,1,1,0,2,2,2,11,0,50,84,16,62,62,71,85,71,60,60,51,61,85,70,32,86,51,85,61,2
478,3,3,0,1,99,1,2,83,3,9,0,5,0,1,1,1,0,1,1,1,1,0,70,60,50,50,70,50,70,50,1,50,50,1,85,85,50,70,1,85,50,2
