MUD,,,,,,,,,,Crime Rate
0,9.8,534.1,64.77,649,28.51,8.7,54,1.06,66.74,104.62
3.6,0,734.7,60.18,81572,51.26,12.2,35.4,14.26,49.51,596
3,16.3,544.3,91.92,1748,35.81,11.5,38.8,2.99,42.17,336.37
2.9,11.6,321.3,32.91,212324,72.41,8.9,17.6,8.64,28.18,303.91
3.5,10,399,87.69,11612,35.96,14.4,40.1,8.04,37.26,524.54
5,12.4,257.2,90.54,11884,38.01,9.7,38.3,8.18,39.89,0
2.7,13.5,212,26.14,32792,68.53,7.1,11.1,2.22,24.37,131.31
3,15.4,354.4,77.55,4661,41.34,12.7,41,5.44,40.43,374.68
3.7,4.5,158.7,43.12,36236,60.03,8.9,20.4,6.84,25.14,210.87
4.8,5.9,269.2,33.17,3250,46.58,9.9,29.9,0.04,45.26,306.49
3.8,0,861.8,96.62,5588,41.91,13.3,45.9,19.01,56.87,635.01
5.1,0,60.1,34.19,3870,48.5,8.1,24.2,1.39,31.81,283.96
3.1,11.5,98.5,48.04,5487,45.65,8.9,21,0,28.69,89.4
3.7,14.3,955.4,86.29,7039,41.47,13,46.4,6.79,49.37,477.39
3,12.9,617.3,47.48,226822,68.86,10.1,28.8,8.5,45.61,695.01
4.6,4.5,431.3,63.45,5641,39.71,11.7,39,1.15,44.1,517.99
3.4,11.6,851.3,65.75,3895,30.99,14.2,40.2,15.41,50.52,697.33
3,9.3,1064.9,74.64,23713,57.31,11.4,40.2,20.56,61.59,929.56
