Id,V161008,V161009,V161019,V161112,V161126,V161241,V161265x,V161267,V161268,V161270,V161272,V161276x,V161307,V161310x,V161315,V161316,V161322a,V161326,V161329,V161334,V161361x,V162030,V162095,V162096,V162097,V162098,V162099,V162100,V162101,V162102,V162103,V162104,V162105,V162106,V162107,V162108,V162109,V162110,V162111,V162112,V162113,Vote
2591,7,1,4,1,6,1,2,81,4,9,0,5,3,1,1,1,0,1,2,3,11,0,70,70,1,30,60,70,100,70,50,50,50,50,85,50,85,100,50,70,1,1
2592,5,3,0,1,99,1,2,48,1,9,9,1,2,1,1,1,0,1,1,1,12,0,60,30,1,50,60,50,50,50,15,40,30,15,100,100,50,60,1,40,60,1
2593,7,2,4,1,99,2,5,37,1,9,11,1,2,3,3,4,4,1,1,2,28,0,1,50,50,50,60,30,65,75,1,30,60,1,75,50,50,75,45,100,1,1
2594,5,4,0,1,6,2,4,25,1,10,10,1,0,1,1,1,0,2,1,2,15,0,60,50,1,85,30,70,85,70,50,60,60,1,85,50,50,85,30,60,1,1
2595,7,1,0,1,4,1,4,47,6,10,0,1,2,1,1,1,0,1,1,1,5,0,50,32,50,98,85,52,71,42,95,60,51,3,71,72,69,86,70,98,50,1
2596,1,3,4,2,4,1,0,35,5,9,0,1,2,1,1,1,0,2,0,1,1,0,1,50,9,60,50,9,50,60,50,60,50,50,50,50,50,85,50,60,50,1
2597,7,1,1,1,2,2,7,74,1,16,14,5,3,1,1,1,0,1,2,3,28,0,2,85,85,84,86,50,15,31,70,16,51,30,0,69,1,50,70,99,85,1
2598,7,3,0,1,5,1,4,50,4,13,0,1,0,1,1,1,0,1,1,3,21,0,46,62,32,71,65,45,71,66,53,60,60,59,65,65,56,42,53,75,51,1
2599,6,3,2,1,5,1,1,59,1,14,9,1,3,1,1,1,0,1,1,2,22,0,50,70,60,60,85,70,85,85,30,50,85,85,100,100,70,99,15,100,40,1
2600,7,1,4,1,5,2,8,69,4,10,0,5,3,1,1,1,0,2,2,3,3,0,70,51,84,39,92,74,86,92,80,30,87,65,77,93,90,93,79,92,16,1
2601,7,1,1,1,4,1,2,62,1,11,10,6,0,2,1,1,0,1,1,2,13,0,70,85,100,100,100,40,70,40,70,30,85,70,100,70,70,60,60,85,100,1
2602,5,2,1,1,2,2,4,19,6,9,0,1,2,1,1,1,0,1,1,1,11,0,15,70,85,70,70,30,30,70,85,50,40,85,70,50,15,70,100,100,100,1
2603,7,2,0,1,99,1,2,65,1,9,9,5,0,1,1,1,0,1,1,1,11,0,51,34,53,1,62,43,51,52,69,28,32,51,78,54,66,70,63,74,62,1
2604,7,1,0,1,6,1,2,50,1,9,9,1,0,1,1,1,0,1,1,2,27,0,85,60,70,50,60,50,85,60,70,60,70,50,85,85,60,85,50,50,50,1
2605,7,2,1,1,2,1,1,66,4,13,0,5,0,1,1,1,0,1,2,1,20,0,1,100,85,85,100,50,15,100,100,15,50,100,100,100,1,85,100,100,70,1
2606,7,3,0,1,4,1,4,35,1,13,13,1,3,1,1,1,0,1,1,2,22,0,40,16,42,15,90,69,93,49,60,31,53,65,84,71,46,95,41,49,30,1
2607,7,1,0,1,4,2,8,47,1,13,13,1,3,1,1,1,0,1,1,2,23,0,100,99,98,100,98,98,97,85,99,84,86,98,97,99,86,98,100,100,100,1
2608,7,2,1,1,1,2,8,43,1,10,16,1,4,1,1,1,0,1,1,2,27,0,1,100,75,85,85,1,1,45,100,40,30,100,30,100,1,51,100,100,100,1
2609,7,1,1,1,1,2,8,31,6,13,13,1,0,1,1,1,0,1,1,2,8,0,1,100,100,85,85,30,30,60,100,40,60,100,30,100,1,40,100,100,100,1
2610,6,2,1,2,2,2,8,25,6,10,0,1,0,1,1,1,0,1,1,1,7,0,1,50,70,100,50,60,40,50,100,40,50,50,30,50,50,40,100,100,85,1
2611,7,1,1,1,4,1,5,67,1,13,12,5,3,5,2,1,0,1,1,2,18,0,40,40,60,60,60,40,50,70,85,30,60,60,85,60,15,85,60,60,60,1
2612,3,3,0,1,99,1,3,27,6,14,0,1,0,2,1,1,0,1,1,1,15,0,60,70,50,60,85,60,50,60,50,60,40,50,70,50,50,60,40,60,100,1
2613,7,2,0,1,4,1,1,70,1,13,15,5,3,1,1,1,0,1,1,2,19,0,60,70,70,85,85,70,40,85,60,40,60,70,85,85,30,70,50,85,70,1
2614,3,3,1,2,99,2,8,38,1,13,13,1,0,4,1,1,0,1,1,1,13,0,85,100,100,85,100,60,70,70,100,70,100,100,100,100,70,100,100,85,100,1
