Id,V161008,V161009,V161019,V161112,V161126,V161241,V161265x,V161267,V161268,V161270,V161272,V161276x,V161307,V161310x,V161315,V161316,V161322a,V161326,V161329,V161334,V161361x,Vote
1624,3,3,0,1,5,1,5,27,4,13,0,1,0,1,1,1,0,1,1,2,15,2
1633,1,2,4,1,5,2,8,73,4,9,0,5,2,1,1,1,0,1,0,3,12,2
1640,4,4,0,1,99,2,4,62,1,10,13,1,3,1,1,1,0,1,2,2,21,2
1686,3,4,0,1,5,2,1,46,4,11,11,1,2,1,1,1,0,2,1,3,25,2
1744,3,2,2,1,6,1,1,86,3,9,0,5,1,1,1,1,0,2,0,3,1,2
1761,2,3,1,1,4,2,7,68,3,13,0,6,0,3,1,1,0,2,0,1,16,1
1788,3,4,2,1,6,1,5,30,1,12,10,7,3,1,1,1,0,1,1,2,21,2
2083,6,1,2,1,6,1,2,72,1,14,14,5,3,1,1,1,0,1,1,3,26,2
2178,7,1,2,1,5,1,5,46,1,10,10,1,3,1,1,1,0,1,1,1,23,2
2270,3,1,5,1,7,1,4,73,0,13,0,1,3,1,1,1,0,1,2,2,22,2
2396,2,2,0,1,4,1,5,36,1,13,10,1,3,1,2,1,0,1,1,2,21,1
25,3,3,0,1,4,2,4,58,1,10,13,1,0,1,2,1,0,1,1,2,24,2
180,1,3,0,1,6,1,4,35,1,12,12,1,2,1,1,1,0,1,1,2,16,2
197,6,2,2,1,6,1,5,67,4,13,0,5,2,1,1,1,0,1,1,3,1,2
323,2,3,2,1,5,1,4,46,1,13,9,2,0,3,3,4,3,1,1,2,1,2
555,3,1,0,1,3,1,1,66,4,13,0,1,0,1,1,1,0,1,1,1,25,2
653,1,4,2,2,5,2,4,39,1,10,11,1,2,1,1,1,0,1,1,2,12,2
727,3,4,2,1,99,1,1,37,1,9,9,1,3,1,1,1,0,2,1,4,7,2
827,5,2,2,1,5,2,4,0,6,13,0,1,3,1,1,1,0,1,1,2,0,2
987,6,1,2,1,6,1,5,0,1,14,12,1,3,4,1,1,0,1,1,2,26,2
1046,5,2,0,1,6,1,5,43,6,14,0,1,3,1,1,1,0,1,1,1,18,2
1511,4,1,0,2,5,2,8,57,1,13,14,1,1,6,1,1,0,1,1,2,12,2
1776,6,3,0,1,4,1,4,64,5,11,0,5,2,1,1,1,0,1,1,1,13,1
1970,6,3,0,1,6,1,2,65,1,14,13,1,0,1,1,1,0,1,2,2,20,2
2027,6,2,0,1,99,1,1,80,6,10,0,5,2,1,2,1,0,2,0,4,12,1
2143,5,2,0,2,6,1,1,55,3,10,0,1,2,1,1,1,0,1,1,1,11,2
2408,4,2,1,1,6,1,1,59,6,13,0,1,0,1,1,1,0,1,1,3,15,2
201,7,3,2,1,6,1,5,56,1,8,13,1,2,1,1,1,0,1,1,2,21,2
295,2,1,2,1,4,1,4,62,1,10,10,1,0,1,1,1,0,1,1,3,28,2
420,4,2,0,1,3,2,1,68,1,9,10,5,3,1,1,1,0,1,0,3,22,1
464,4,1,2,1,6,1,4,58,1,9,10,1,3,5,1,1,0,1,1,2,28,2
576,4,3,0,1,6,1,5,34,1,12,9,7,3,1,1,1,0,1,1,1,18,2
635,4,3,0,1,7,1,5,51,1,11,10,1,0,1,1,1,0,1,1,2,18,2
1113,1,3,1,1,2,2,7,70,1,14,14,5,3,1,1,1,0,1,1,3,23,1
1268,2,1,0,1,2,1,1,57,1,16,13,1,0,1,1,1,0,1,1,3,27,1
1484,4,1,0,1,99,1,4,46,1,11,11,1,3,0,1,1,0,1,1,2,17,2
1587,2,2,0,1,5,1,2,61,1,11,10,5,2,1,1,1,0,1,1,3,17,2
1920,3,3,2,1,99,1,4,78,4,14,0,5,3,1,3,1,0,1,2,3,17,1
2003,4,2,0,1,99,1,2,46,1,10,10,1,2,1,1,1,0,1,1,2,22,2
40,1,3,2,1,99,2,4,41,1,10,10,1,2,1,1,1,0,1,1,2,18,2
83,4,1,2,1,6,1,5,60,1,13,13,5,3,1,1,1,0,1,1,2,0,2
107,1,3,0,1,99,1,2,59,3,13,0,6,0,1,1,1,0,1,1,1,3,2
230,2,3,0,1,4,1,4,64,1,13,9,1,0,1,1,1,0,1,1,3,26,1
263,3,4,4,1,5,1,4,48,1,13,13,1,0,1,1,1,0,1,1,2,25,2
358,2,1,0,1,2,2,8,50,4,14,0,1,0,5,1,1,0,1,1,1,17,1
384,5,1,1,1,3,2,2,84,4,10,0,5,1,1,1,1,0,1,2,3,6,1
428,5,1,2,1,7,1,2,44,1,12,11,1,2,6,1,1,0,1,1,1,12,2
591,2,2,0,1,6,2,5,55,1,13,13,1,3,1,1,1,0,1,1,2,22,2
807,3,3,0,1,7,1,2,63,1,14,13,1,3,1,1,1,0,1,1,2,19,2
847,4,2,0,1,99,1,5,67,1,13,14,1,3,6,1,1,0,1,1,2,27,1
1377,6,1,0,1,4,1,2,57,1,13,16,1,3,1,1,1,0,1,1,3,25,2
1393,7,3,0,1,3,1,5,61,6,10,0,6,0,1,1,1,0,1,1,2,5,1
1401,6,3,2,1,99,1,5,46,1,13,13,1,3,1,1,1,0,1,1,2,22,1
1426,7,3,0,1,3,2,4,64,1,13,10,5,3,1,1,1,0,1,1,3,15,1
1597,5,2,0,1,4,2,8,55,1,10,10,1,3,2,1,1,0,1,0,4,1,2
1622,5,2,1,1,4,1,8,58,1,9,9,1,0,5,2,4,1,1,1,2,23,1
1698,4,2,1,1,4,2,2,51,4,10,0,1,0,1,1,1,0,1,1,2,15,2
1709,6,2,0,1,5,2,1,69,5,10,0,5,0,1,2,1,0,1,1,1,8,2
1842,6,1,2,1,6,1,2,56,1,10,10,1,0,1,1,1,0,1,1,2,13,2
1910,7,1,2,1,6,1,4,57,4,11,0,1,2,1,1,1,0,1,1,2,12,2
1927,4,1,4,1,3,2,8,68,1,14,14,5,0,1,1,1,0,1,2,2,22,1
2198,5,1,0,1,7,1,5,88,1,14,9,5,2,1,1,1,0,2,2,3,14,2
2381,6,3,2,2,4,2,4,50,6,10,0,1,2,1,1,1,0,1,2,4,3,2
2392,3,2,1,1,2,2,6,26,6,13,9,1,3,1,1,1,0,1,1,1,12,1
2417,6,2,2,1,6,1,4,87,1,9,10,5,3,1,1,1,0,1,0,3,15,2
2462,6,3,0,1,4,1,4,35,1,13,13,1,3,1,1,1,0,1,1,2,22,2
52,3,3,1,1,4,1,0,0,0,10,0,8,0,6,1,1,0,1,1,1,0,1
146,2,1,4,2,99,1,2,66,1,14,13,1,0,1,1,1,0,1,1,3,26,2
392,1,1,2,1,2,2,8,66,6,13,0,5,0,1,1,1,0,1,1,3,21,1
779,4,3,0,1,99,1,2,37,6,9,0,4,1,2,1,1,0,2,1,1,1,1
948,6,2,2,1,6,1,1,56,1,9,12,5,3,1,1,1,0,1,1,3,27,2
1632,3,1,0,1,4,1,4,76,3,14,0,5,0,1,1,1,0,1,1,3,27,2
1661,6,4,2,1,6,2,1,48,1,13,14,1,3,1,3,4,2,1,1,2,23,2
1727,5,2,0,1,6,1,2,43,1,10,9,1,3,1,1,1,0,1,1,2,18,2
1787,2,2,2,1,99,1,2,65,1,12,9,1,1,1,1,7,1,1,1,3,20,2
1909,2,1,0,1,2,1,5,37,1,13,13,1,2,1,1,1,0,1,1,1,16,1
2379,1,2,2,1,7,1,2,59,1,9,9,7,0,1,1,1,0,1,0,2,14,2
16,1,1,2,1,6,1,1,48,4,13,0,4,1,1,1,1,0,1,1,4,14,2
235,7,1,4,1,5,2,8,48,1,13,11,1,3,1,2,1,0,1,1,2,19,2
279,6,3,0,1,4,1,1,41,4,13,0,1,0,1,1,1,0,1,1,2,12,1
541,4,1,1,1,3,2,1,51,1,9,14,1,0,1,1,1,0,1,1,2,20,1
873,5,3,0,1,6,1,8,58,1,7,9,1,2,1,2,1,0,1,1,2,25,2
916,6,3,2,1,6,1,1,46,1,13,14,1,3,1,1,1,0,1,1,3,15,2
1554,3,5,1,1,99,2,4,58,1,10,13,7,0,1,1,1,0,1,2,2,13,2
1555,3,2,1,1,1,2,6,61,1,13,15,1,2,1,1,1,0,1,1,1,8,1
1956,4,2,1,1,2,2,4,66,1,13,15,1,3,1,1,1,0,1,1,2,24,1
2052,2,1,0,1,1,2,8,67,1,16,16,1,0,1,1,1,0,1,1,2,25,1
2120,2,3,0,1,6,1,1,76,1,13,13,5,3,1,1,1,0,1,1,3,21,2
2456,3,1,4,1,5,2,8,69,4,10,0,5,3,1,1,1,0,2,2,3,3,2
434,5,3,1,1,4,1,4,63,1,10,7,5,3,1,1,1,0,1,1,3,13,1
460,1,2,0,1,99,1,4,76,1,3,3,5,3,5,3,4,4,1,0,3,12,1
480,5,3,4,1,4,2,4,32,1,10,7,1,0,1,1,1,0,1,1,1,21,2
482,2,2,1,1,3,1,1,34,1,14,11,1,0,1,1,1,0,1,1,2,22,2
649,3,2,0,1,5,2,1,49,6,14,0,1,3,1,1,1,0,1,1,2,23,1
766,7,3,0,1,2,2,1,32,6,12,0,1,3,1,1,1,0,1,1,2,14,1
980,7,1,0,1,4,1,4,59,1,11,9,1,3,1,1,1,0,1,0,3,5,2
1329,2,2,2,1,99,1,2,58,6,9,5,6,0,1,1,1,0,1,0,3,1,2
1606,4,3,2,1,6,1,1,78,1,13,14,5,0,1,1,1,0,1,1,3,0,2
1800,4,1,0,1,99,1,5,22,1,8,10,7,3,1,1,1,0,1,1,3,3,2
2302,3,1,0,1,6,1,1,54,4,13,0,1,3,1,1,1,0,1,1,3,13,2
2422,5,2,2,1,6,1,4,73,1,10,14,5,3,1,2,1,0,1,1,2,26,2
91,7,1,2,1,7,1,2,90,3,10,0,7,0,1,3,3,0,2,0,3,2,2
159,6,2,1,1,2,1,4,61,6,9,0,5,3,1,3,4,1,2,0,1,2,1
277,6,1,0,1,3,1,2,49,1,11,9,1,0,1,1,1,0,1,1,1,17,1
359,4,1,4,1,5,1,4,64,1,13,13,5,2,1,1,1,0,1,1,3,23,1
391,7,3,0,1,99,2,4,47,4,14,0,1,2,1,3,4,3,1,2,1,15,1
479,7,1,0,1,2,1,5,53,1,16,13,1,0,1,1,1,0,1,1,2,22,1
914,5,2,2,1,5,2,5,27,1,10,10,1,0,1,1,1,0,1,1,2,23,2
977,6,3,2,1,4,1,1,54,4,10,0,1,0,1,1,1,0,2,2,2,12,2
1050,5,2,1,1,2,1,6,68,1,14,16,5,3,1,1,1,0,1,1,4,26,1
2168,1,4,4,1,4,2,8,41,4,10,10,1,0,1,1,1,0,1,1,2,7,1
2288,5,4,0,1,6,1,2,51,1,10,6,1,2,1,1,1,0,1,1,2,21,2
2336,1,4,2,2,5,2,5,45,4,13,0,4,0,1,1,1,0,1,1,1,21,1
17,6,3,0,1,5,1,1,40,1,12,13,1,0,1,1,1,0,1,1,2,23,1
61,4,3,1,1,2,2,8,51,1,14,13,1,3,1,3,4,4,1,1,1,26,1
156,5,1,1,1,2,2,8,64,3,9,0,5,3,1,1,1,0,1,2,3,11,1
164,3,3,5,1,4,2,7,39,1,12,10,7,1,1,1,1,0,1,1,3,14,2
242,1,1,0,1,3,2,8,58,1,13,9,5,3,1,1,1,0,1,1,3,18,1
245,2,1,0,1,2,2,8,43,6,13,0,1,2,1,1,1,0,1,1,1,11,1
249,4,2,2,1,6,1,1,53,1,13,13,1,3,1,1,1,0,1,1,2,25,2
347,5,3,4,1,99,1,4,23,6,13,13,1,3,1,1,1,0,1,1,1,5,1
393,6,3,2,1,6,2,4,61,1,13,11,1,3,1,1,1,0,1,1,2,26,2
530,4,2,2,1,6,1,7,34,1,13,14,1,2,1,1,1,0,1,1,2,13,2
540,7,4,0,1,99,1,8,81,3,9,0,5,2,1,1,1,0,2,0,3,1,1
606,7,1,2,1,5,1,4,35,1,13,11,1,0,1,1,1,0,1,1,2,21,2
774,3,3,4,1,4,2,5,51,1,10,10,1,0,1,1,1,0,1,1,2,14,2
1211,2,2,4,1,3,2,4,48,1,16,14,1,0,1,1,1,0,1,1,2,16,1
1221,7,2,2,1,7,1,4,33,1,13,9,7,2,1,1,1,0,1,1,2,7,2
1235,5,2,4,1,3,1,1,77,1,16,14,5,0,1,1,1,0,1,1,2,24,1
1266,4,3,0,1,6,1,4,41,1,13,13,7,0,1,1,1,0,1,1,2,27,2
1345,7,2,0,1,5,1,2,27,6,10,0,1,3,1,1,1,0,1,1,1,7,2
1430,2,2,2,1,6,2,1,70,1,14,14,5,3,1,1,1,0,1,1,2,27,2
1483,6,1,2,1,6,1,1,70,1,11,9,1,3,1,1,1,0,1,1,3,17,1
1486,4,4,0,1,2,2,5,38,6,13,0,1,2,1,1,1,0,2,1,1,12,1
1695,3,1,2,1,6,2,8,33,6,15,0,1,0,1,2,1,0,1,1,2,23,2
1719,5,2,2,1,6,1,4,47,1,13,10,1,3,1,1,1,0,1,1,2,25,2
1857,7,3,2,1,7,1,1,27,1,14,14,1,3,1,1,1,0,1,1,2,22,2
1951,7,2,0,1,5,1,4,81,3,11,0,5,3,2,1,1,0,1,1,3,15,1
2069,3,3,4,1,5,1,1,45,0,9,0,1,3,1,1,1,0,2,2,1,15,2
2205,4,1,2,1,6,1,7,49,1,16,13,1,3,1,1,1,0,1,1,2,23,2
2209,6,1,1,1,1,1,7,59,1,14,14,1,3,1,1,1,0,1,1,1,11,1
2224,3,2,0,1,2,2,8,51,1,15,16,1,3,1,1,1,0,1,2,2,27,1
2269,3,1,1,1,4,2,5,75,3,9,0,5,0,1,1,1,0,2,2,3,11,2
2325,1,4,2,1,4,2,8,55,6,9,0,1,2,1,1,1,0,1,1,2,14,1
2359,5,3,0,1,5,1,2,38,1,10,9,1,3,1,1,1,0,1,1,2,27,2
2394,4,3,0,1,3,1,5,29,6,13,0,1,0,0,1,1,0,1,1,1,7,2
754,5,2,0,1,4,2,8,68,4,9,10,5,3,1,1,1,0,2,2,3,9,1
864,4,2,0,1,7,1,4,32,1,9,9,1,0,5,3,4,4,1,1,3,15,1
909,2,4,2,1,5,1,2,19,6,10,0,1,1,1,1,1,0,1,1,4,15,2
1155,5,4,0,1,3,1,5,34,4,9,0,7,1,1,1,1,0,2,1,3,3,2
1603,6,3,0,1,5,1,2,39,1,13,15,1,0,1,1,1,0,1,1,2,17,2
1623,1,2,1,1,4,1,5,46,4,12,0,1,1,2,1,1,0,1,1,4,13,1
2000,2,3,1,1,99,1,2,41,4,9,0,1,2,1,1,1,0,1,1,2,15,1
2169,6,2,0,2,1,2,8,41,1,9,10,1,0,1,1,1,0,1,1,2,14,2
2278,1,3,1,1,6,1,4,68,1,10,10,5,3,1,1,1,0,1,1,3,14,1
106,2,1,1,1,99,1,5,49,3,10,0,1,3,1,1,1,0,1,1,1,5,1
226,4,2,1,1,4,2,4,57,1,9,9,1,3,1,1,1,0,1,1,3,20,1
237,7,1,4,1,2,2,2,74,3,14,0,5,3,1,1,1,0,1,1,3,16,1
471,2,4,0,1,4,2,8,30,6,7,11,1,3,1,1,1,0,1,1,2,15,1
484,6,3,0,1,4,1,1,63,1,14,13,5,3,1,1,1,0,1,1,2,23,1
498,5,3,0,1,3,2,5,62,4,9,0,1,0,1,1,1,0,1,1,2,21,2
651,7,1,0,1,6,1,2,82,1,11,11,5,0,1,1,1,0,1,0,3,21,2
739,5,2,4,1,5,2,7,51,6,9,0,4,1,1,1,1,0,2,2,1,2,1
899,3,0,0,1,4,1,1,24,1,13,13,8,3,1,1,7,3,1,1,1,12,2
1013,2,3,0,1,6,1,2,60,1,11,13,5,3,1,1,1,0,1,1,2,23,2
1070,2,2,2,1,5,1,1,55,4,12,0,1,0,1,1,1,0,1,1,2,19,2
1273,5,3,1,1,4,1,2,68,1,14,11,5,3,1,1,1,0,1,2,3,1,1
1777,4,4,2,1,99,2,5,51,1,13,9,1,3,1,1,1,0,1,1,2,25,2
1813,6,2,0,1,1,2,8,34,1,14,13,1,4,1,3,1,0,1,1,2,26,1
1911,7,2,0,1,99,2,5,65,4,9,9,1,0,1,1,1,0,1,1,2,16,2
2106,1,4,1,1,99,2,8,37,6,9,0,1,2,5,3,1,0,1,1,1,1,1
158,7,2,4,1,6,2,8,0,6,10,0,1,3,1,1,1,0,1,1,1,0,2
188,7,3,0,1,6,1,5,25,6,13,0,1,3,1,1,1,0,1,1,1,3,2
304,7,2,0,1,3,1,4,82,1,13,14,5,0,1,1,1,0,1,0,3,17,1
1091,7,1,4,1,6,1,2,64,3,12,0,5,2,1,1,1,0,1,0,2,20,2
1194,1,1,2,1,6,2,8,76,3,95,0,1,0,1,1,1,0,1,2,3,15,2
1374,1,1,1,1,4,1,4,64,4,12,0,1,2,5,3,4,1,1,1,3,19,2
1882,5,2,0,1,3,2,8,56,1,9,9,1,2,1,1,1,0,1,2,3,18,1
1940,7,3,1,1,99,2,8,32,1,13,9,1,3,1,1,1,0,1,1,2,21,1
2161,2,1,2,2,6,1,4,72,4,10,0,6,0,1,1,1,0,1,1,2,9,2
37,3,2,2,1,99,1,7,64,1,9,9,1,2,1,1,1,0,1,2,2,13,2
117,5,4,0,1,4,1,4,52,1,11,8,1,0,1,1,1,0,1,0,2,21,2
192,2,3,0,1,5,1,2,48,1,10,9,1,3,1,1,1,0,1,2,2,23,2
256,3,3,0,1,1,2,8,39,1,14,15,1,4,1,1,1,0,1,1,2,27,1
275,3,3,2,1,6,1,2,63,1,13,13,5,3,1,1,1,0,1,1,2,0,2
455,4,2,2,1,4,1,1,61,3,9,0,1,2,1,1,1,0,2,2,2,11,2
477,5,3,4,1,3,1,5,68,3,10,0,5,3,6,1,1,0,1,1,3,9,1
702,1,2,2,1,5,1,4,77,1,9,9,5,2,1,1,1,0,1,1,4,11,2
764,4,2,0,1,6,2,8,76,4,10,0,5,2,1,1,1,0,1,1,4,5,2
883,1,3,0,2,4,2,4,48,1,10,9,1,3,1,1,1,0,1,1,2,18,1
946,7,1,2,1,4,2,5,63,1,13,13,5,0,1,2,1,0,1,1,3,17,1
951,7,2,4,1,6,1,4,74,3,95,0,5,2,5,3,4,2,1,2,1,17,2
968,2,2,0,1,2,2,8,63,1,9,9,5,3,3,1,1,0,1,2,3,17,1
1004,7,3,0,1,0,2,5,47,4,16,13,1,2,3,3,4,4,1,1,2,12,2
1060,2,3,0,1,6,1,5,37,1,12,13,7,3,1,1,1,0,2,1,2,22,2
1089,3,1,4,1,4,1,6,54,4,13,0,1,2,1,3,4,2,1,1,3,18,2
1165,5,2,0,1,6,1,5,26,1,13,14,7,2,1,1,1,0,1,1,1,13,2
1360,7,4,0,2,3,2,5,21,6,10,0,1,0,1,1,1,0,1,1,1,3,1
1397,1,2,0,1,6,1,4,65,1,12,9,1,2,1,1,1,0,1,1,2,0,2
1415,2,2,0,1,99,2,8,30,6,13,0,1,2,3,2,1,0,1,1,2,14,1
1467,2,1,4,1,5,1,4,90,3,13,0,5,3,1,1,1,0,2,2,1,13,2
1525,5,1,0,1,6,1,5,63,1,10,10,5,3,1,1,1,0,1,1,2,17,2
1536,1,4,1,1,6,2,1,55,1,11,13,1,2,1,1,1,0,2,0,3,14,2
1680,1,1,1,1,6,1,4,68,1,10,10,5,3,1,1,1,0,1,0,3,21,2
1685,1,1,0,1,4,1,8,60,1,10,10,1,0,1,1,1,0,1,1,2,11,2
1730,3,1,0,1,5,1,4,77,3,13,10,1,0,1,1,1,0,1,1,3,23,2
1771,3,2,4,2,99,2,8,30,1,13,13,4,0,1,1,7,2,1,1,1,13,2
1980,1,2,1,1,2,2,8,23,6,13,0,1,1,6,1,1,0,1,1,1,8,1
2102,5,3,0,1,4,2,8,74,1,15,13,5,0,1,2,1,0,1,1,2,28,2
2234,3,4,0,1,2,1,1,22,6,10,0,1,3,1,1,1,0,1,1,1,27,1
2334,5,3,2,1,5,1,7,61,1,11,10,5,0,1,1,1,0,1,1,3,18,2
2348,5,1,0,1,6,1,4,68,1,13,11,5,0,1,1,1,0,1,1,3,22,2
2452,1,1,0,1,4,1,4,47,6,10,0,1,2,1,1,1,0,1,1,1,5,2
6,6,2,0,1,6,1,5,0,1,10,10,5,0,1,1,1,0,1,0,3,0,2
7,5,3,2,1,6,1,1,66,4,9,0,1,2,1,1,1,0,1,1,2,13,2
8,2,3,0,1,4,1,4,35,1,10,10,1,3,3,3,3,0,1,1,1,17,2
10,6,3,0,2,5,2,8,36,6,9,8,1,0,1,1,1,0,1,1,4,13,2
11,7,3,0,1,5,1,4,42,1,10,14,1,3,1,1,1,0,1,1,2,21,2
30,4,3,0,1,99,1,4,42,6,10,0,1,2,1,1,1,0,2,1,1,5,2
31,2,2,2,1,6,2,8,70,4,13,0,5,3,1,1,1,0,1,1,2,16,2
39,3,5,4,1,4,1,2,44,1,10,10,7,0,1,1,1,0,1,1,2,15,2
41,4,4,2,1,7,1,5,65,1,12,14,7,3,1,1,1,0,1,1,1,9,2
42,2,3,2,1,6,1,2,53,1,13,13,1,2,1,1,1,0,1,1,2,22,2
45,6,3,0,1,4,1,2,47,1,10,10,1,2,1,1,1,0,1,1,2,5,2
51,2,2,4,1,99,1,4,51,6,11,0,1,0,1,1,1,0,2,1,2,14,2
58,3,4,0,1,2,2,1,25,6,13,0,1,2,3,3,4,4,1,1,3,17,1
59,3,3,0,1,4,1,8,90,3,13,0,5,0,1,1,1,0,1,0,3,15,2
64,4,1,1,1,1,2,8,59,4,12,0,1,0,1,3,1,0,1,1,2,25,1
69,4,3,0,1,5,1,1,37,1,14,14,1,0,1,1,1,0,1,1,2,22,2
74,2,3,1,1,2,1,1,52,6,13,0,1,2,1,1,1,0,1,1,2,19,1
79,3,3,1,1,3,2,8,0,6,10,0,8,0,0,1,1,0,1,1,1,0,1
80,4,2,0,1,2,1,4,30,1,13,13,4,2,5,1,1,0,1,1,3,11,1
84,1,3,0,1,99,2,8,50,4,9,0,1,1,1,1,1,0,1,2,2,11,2
86,6,3,1,1,99,1,5,70,1,10,11,5,3,1,1,1,0,1,1,3,1,2
93,7,1,4,1,4,1,5,64,1,10,10,1,1,5,3,4,2,1,1,2,14,1
97,3,1,1,1,4,1,5,66,1,16,14,1,3,1,1,1,0,1,2,2,25,1
98,7,3,0,1,5,1,1,37,1,14,13,1,3,1,1,1,0,1,1,2,23,2
100,1,4,0,1,6,1,2,70,1,10,16,5,0,1,1,1,0,1,1,2,21,2
101,6,4,0,1,99,1,2,46,4,9,0,1,0,1,1,1,0,1,1,1,0,2
105,5,4,0,1,4,1,5,21,6,9,0,1,3,3,1,4,3,1,1,1,22,2
116,4,3,1,1,4,1,5,36,1,14,14,1,0,1,1,1,0,1,1,2,23,1
126,6,2,2,1,6,1,1,49,5,13,0,4,0,1,1,1,0,1,1,1,7,2
127,7,3,0,1,5,1,4,33,1,9,7,1,2,5,3,4,2,1,1,2,15,1
132,2,3,0,1,7,1,2,62,4,10,0,1,3,1,1,1,0,1,1,2,21,2
135,7,1,0,1,1,1,4,79,1,12,13,5,3,6,2,1,0,1,1,3,19,1
143,2,1,0,1,4,1,1,76,4,9,0,1,1,1,2,1,0,2,1,2,11,2
145,3,2,1,1,99,1,5,68,3,8,0,5,0,1,1,1,0,1,1,2,6,1
152,6,2,1,1,4,1,4,58,1,11,11,1,2,1,1,1,0,1,2,2,26,2
155,4,3,4,1,4,1,2,57,6,14,0,1,3,1,1,1,0,1,1,3,22,1
163,7,1,1,1,3,1,5,63,1,14,14,5,3,1,1,1,0,1,2,3,26,1
172,6,1,2,1,6,1,2,61,4,9,0,1,3,1,1,1,0,1,1,2,5,2
181,1,1,0,1,5,1,4,63,1,11,9,1,3,1,1,1,0,1,1,2,24,1
186,2,1,2,1,7,1,5,28,1,10,13,7,3,1,1,1,0,1,1,1,20,2
190,7,1,2,1,7,1,2,80,4,13,0,5,0,6,1,1,0,1,2,1,12,2
191,2,1,4,1,5,1,5,62,1,11,12,5,3,1,1,1,0,1,1,2,15,2
194,3,3,0,1,6,1,5,43,1,11,11,1,0,6,2,1,0,1,1,1,21,2
195,5,3,0,1,99,1,4,29,6,16,0,1,2,3,3,4,4,1,1,2,4,1
202,1,2,2,1,4,2,5,32,1,10,10,1,3,1,1,1,0,1,1,2,13,2
204,3,3,1,1,5,1,2,66,6,13,0,5,3,1,1,1,0,1,0,3,0,2
209,6,3,1,1,99,1,2,58,4,12,0,1,2,2,1,1,0,1,1,1,16,1
214,7,3,1,1,99,1,2,83,5,10,0,5,3,2,1,1,0,1,2,1,5,1
225,7,2,2,1,6,1,2,72,1,10,9,1,2,1,1,1,0,1,2,3,21,2
229,7,0,0,1,7,1,5,22,1,9,9,7,0,1,1,1,0,2,1,1,7,2
234,4,4,0,1,6,1,4,57,6,10,0,1,0,1,1,1,0,2,1,2,11,2
236,7,3,1,2,4,2,4,51,4,13,9,1,0,1,1,1,0,1,1,2,27,1
241,1,3,1,1,2,1,1,34,1,14,10,1,3,6,1,1,0,1,1,2,21,1
244,6,2,1,1,99,1,4,70,1,9,9,5,1,5,1,1,0,1,1,3,12,1
254,1,3,2,1,3,1,2,36,1,13,14,1,3,1,1,1,0,1,1,1,26,1
259,4,3,1,1,2,1,2,59,1,9,9,1,2,1,1,1,0,1,2,1,7,1
264,1,2,0,1,4,1,4,66,3,9,0,5,0,1,1,1,0,1,1,2,14,1
265,6,1,2,1,5,2,8,40,4,11,0,1,2,1,1,1,0,1,1,4,12,2
268,5,3,1,1,3,1,4,76,3,2,0,5,0,5,3,4,1,1,0,3,14,1
270,4,1,1,1,4,1,1,75,1,14,9,5,0,1,1,1,0,1,2,3,19,1
283,3,3,0,2,99,1,5,41,4,10,0,4,1,1,1,1,0,1,1,1,11,2
287,6,3,4,1,2,2,8,36,4,13,0,1,2,5,3,1,0,1,1,1,3,1
291,2,2,0,1,5,1,4,44,1,16,14,1,3,5,3,4,4,1,1,2,28,2
298,5,2,4,1,4,2,8,56,4,14,0,1,0,1,1,1,0,1,1,2,14,2
300,1,3,0,1,99,1,4,50,1,9,9,1,0,1,1,1,0,1,1,2,21,1
301,7,2,0,1,6,1,5,67,1,10,12,5,3,1,1,1,0,1,1,2,21,2
310,2,1,0,1,3,1,4,63,1,10,13,1,3,5,2,1,0,1,1,2,23,1
314,4,2,0,1,6,1,5,49,6,10,0,1,0,1,1,1,0,1,1,3,24,2
318,1,3,0,1,3,2,8,56,4,14,0,1,0,3,3,4,4,1,1,2,13,1
326,7,3,0,1,5,1,2,47,1,10,12,1,0,1,1,1,0,1,1,1,22,2
330,2,1,1,1,5,1,8,69,1,13,14,1,3,3,3,4,2,1,0,2,21,2
340,1,3,2,1,6,1,2,43,1,13,11,1,3,1,2,4,0,1,1,2,22,2
346,3,2,2,1,6,1,1,64,5,13,0,5,3,1,2,1,0,1,1,1,25,2
348,3,2,2,1,6,1,1,60,1,13,13,1,3,5,1,2,0,1,1,2,25,2
354,6,4,1,1,4,2,6,76,1,10,9,5,0,1,1,1,0,1,2,3,24,1
356,6,3,2,1,6,1,5,60,1,9,8,1,3,1,1,1,0,1,0,2,20,2
360,6,4,2,1,99,2,1,51,1,14,13,1,3,1,1,1,0,1,1,3,1,2
362,3,1,2,1,6,1,1,68,3,13,0,1,3,1,3,4,2,1,1,3,11,2
370,4,3,2,1,6,1,5,52,1,13,10,1,3,1,1,1,0,1,1,2,25,2
373,5,3,1,1,2,1,7,20,6,10,10,1,0,1,1,1,0,1,1,1,28,1
375,3,3,0,1,7,1,2,44,1,10,11,1,2,1,1,1,0,1,1,2,11,2
381,4,1,4,1,5,2,8,71,4,9,0,1,0,1,1,1,0,1,1,1,15,2
382,3,1,0,1,5,1,4,41,1,10,12,7,2,1,1,1,0,1,1,2,24,2
387,4,3,0,1,6,1,1,0,1,13,10,1,3,1,1,1,0,1,1,3,0,2
390,1,3,0,2,3,1,4,35,1,10,13,1,0,1,1,1,0,1,1,1,15,1
395,2,2,0,1,6,1,4,68,1,9,13,5,0,1,1,1,0,1,1,3,20,2
